DistrictCode,DistrictName,SchoolCode,SchoolName,term,stateCourseCodeId,courseTitle,letterGrade,count,cs_course
27010,Tacoma School District,5170,First Creek Middle School,SEM1,2324,CTE MS Visual Comm Found 1,B+,1,no
27010,Tacoma School District,5170,First Creek Middle School,SEM1,2324,CTE MS Visual Comm Found 1,C-,6,no
27010,Tacoma School District,5170,First Creek Middle School,SEM1,2324,CTE MS Visual Comm Found 1,C ,4,no
27010,Tacoma School District,5170,First Creek Middle School,SEM1,2324,CTE MS Visual Comm Found 1,C+,3,no
27010,Tacoma School District,5170,First Creek Middle School,SEM1,2324,CTE MS Visual Comm Found 1,D ,11,no
27010,Tacoma School District,5170,First Creek Middle School,SEM1,2324,CTE MS Visual Comm Found 1,D+,2,no
27010,Tacoma School District,5170,First Creek Middle School,SEM1,2324,CTE MS Visual Comm Found 1,E ,4,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,A-,6,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,A ,8,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,B-,4,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,B ,4,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,C-,5,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,C ,3,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,C+,4,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,D ,10,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,D+,3,no
27010,Tacoma School District,5170,First Creek Middle School,SEM2,2324,CTE MS Visual Comm Found 1,E ,10,no
24019,Omak School District,5197,Washington Virtual Academy Omak High School,SEM2,2325,3D Art II,A ,17,no
24019,Omak School District,5197,Washington Virtual Academy Omak High School,SEM2,2325,3D Art II,B ,4,no
24019,Omak School District,5197,Washington Virtual Academy Omak High School,SEM2,2325,3D Art II,B+,1,no
24019,Omak School District,5197,Washington Virtual Academy Omak High School,SEM2,2325,3D Art II,C ,1,no
24019,Omak School District,5197,Washington Virtual Academy Omak High School,SEM2,2325,3D Art II,F ,2,no
27404,Eatonville School District,2808,Columbia Crest A-STEM Academy,ALLYR,2328,TECH 08,A ,1,no
26070,Selkirk School District,5226,Selkirk High School,SEM1,2491,ADT COMP CODE A,A-,1,no
26070,Selkirk School District,5226,Selkirk High School,SEM1,2491,ADT COMP CODE A,A ,1,no
26070,Selkirk School District,5226,Selkirk High School,SEM1,2491,ADT COMP CODE A,B ,1,no
19401,Ellensburg School District,2996,Ellensburg High School,SEM2,2491,AS INT COM SCI,A ,1,no
34033,Tumwater School District,3362,Tumwater High School,SEM1,2491,COMP SC PRIN 1,A-,3,no
34033,Tumwater School District,3362,Tumwater High School,SEM1,2491,COMP SC PRIN 1,A ,9,no
34033,Tumwater School District,3362,Tumwater High School,SEM1,2491,COMP SC PRIN 1,B ,1,no
34033,Tumwater School District,3362,Tumwater High School,SEM1,2491,COMP SC PRIN 1,B+,2,no
34033,Tumwater School District,3362,Tumwater High School,SEM1,2491,COMP SC PRIN 1,C ,1,no
34033,Tumwater School District,3362,Tumwater High School,SEM1,2491,COMP SC PRIN 1,D+,1,no
34033,Tumwater School District,3362,Tumwater High School,SEM2,2491,COMP SC PRIN 2,A-,1,no
34033,Tumwater School District,3362,Tumwater High School,SEM2,2491,COMP SC PRIN 2,A ,4,no
34033,Tumwater School District,3362,Tumwater High School,SEM2,2491,COMP SC PRIN 2,B ,3,no
34033,Tumwater School District,3362,Tumwater High School,SEM2,2491,COMP SC PRIN 2,B+,1,no
34033,Tumwater School District,3362,Tumwater High School,SEM2,2491,COMP SC PRIN 2,C ,3,no
34033,Tumwater School District,3362,Tumwater High School,SEM2,2491,COMP SC PRIN 2,C+,1,no
34033,Tumwater School District,3362,Tumwater High School,SEM2,2491,COMP SC PRIN 2,F ,1,no
34033,Tumwater School District,3362,Tumwater High School,SEM2,2491,COMP SC PRIN 2,W ,1,no
18402,South Kitsap School District,1718,Explorer Academy,SEM2,2491,INTR COMP APPL,B ,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,A-,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,A ,3,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,B-,2,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,B ,3,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,B+,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,C ,2,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,C+,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,D ,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,D+,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM1,2491,INTR COMP SCIEN,F ,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM2,2491,INTR COMP SCIEN,A-,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM2,2491,INTR COMP SCIEN,A ,4,no
24404,Tonasket School District,2679,Tonasket High School,SEM2,2491,INTR COMP SCIEN,B+,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM2,2491,INTR COMP SCIEN,C ,2,no
24404,Tonasket School District,2679,Tonasket High School,SEM2,2491,INTR COMP SCIEN,D ,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM2,2491,INTR COMP SCIEN,D+,1,no
24404,Tonasket School District,2679,Tonasket High School,SEM2,2491,INTR COMP SCIEN,F ,3,no
24404,Tonasket School District,2679,Tonasket High School,SEM2,2491,INTR COMP SCIEN,W ,1,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM1,2492,COMP.SCIENCE S1,A-,4,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM1,2492,COMP.SCIENCE S1,A ,6,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM1,2492,COMP.SCIENCE S1,B ,2,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM1,2492,COMP.SCIENCE S1,B+,1,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM1,2492,COMP.SCIENCE S1,C ,1,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM2,2492,COMP.SCIENCE S2,A ,2,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM2,2492,COMP.SCIENCE S2,B-,1,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM2,2492,COMP.SCIENCE S2,B ,4,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM2,2492,COMP.SCIENCE S2,B+,2,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM2,2492,COMP.SCIENCE S2,C+,1,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM2,2492,COMP.SCIENCE S2,D ,2,no
4127,Entiat School District,3317,Entiat Middle and High School,SEM2,2492,COMP.SCIENCE S2,D+,1,no
6101,La Center School District,5326,La Center Home School Academy,SEM2,2492,COMPUTER/TECH,B+,1,no
31103,Monroe School District,1777,Sky Valley Education Center,SEM1,2494,2D GAME DESIGN,P ,2,no
31103,Monroe School District,1777,Sky Valley Education Center,SEM2,2494,2D GAME DESIGN,P ,2,no
18100,Bremerton School District,4038,West Sound Technical Skills Center,ALLYR,2494,3D ANM & GAMING,A-,8,no
18100,Bremerton School District,4038,West Sound Technical Skills Center,ALLYR,2494,3D ANM & GAMING,A ,21,no
18100,Bremerton School District,4038,West Sound Technical Skills Center,ALLYR,2494,3D ANM & GAMING,B-,1,no
18100,Bremerton School District,4038,West Sound Technical Skills Center,ALLYR,2494,3D ANM & GAMING,B ,7,no
18100,Bremerton School District,4038,West Sound Technical Skills Center,ALLYR,2494,3D ANM & GAMING,B+,4,no
18100,Bremerton School District,4038,West Sound Technical Skills Center,ALLYR,2494,3D ANM & GAMING,C ,3,no
18100,Bremerton School District,4038,West Sound Technical Skills Center,ALLYR,2494,3D ANM & GAMING,C+,2,no
18100,Bremerton School District,4038,West Sound Technical Skills Center,ALLYR,2494,3D ANM & GAMING,P ,3,no
31015,Edmonds School District,1966,Edmonds Heights K-12,SEM2,2494,ADV COM GAME DES,P ,2,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,A-,2,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,A ,40,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,B-,1,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,B ,5,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,C-,1,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,C ,1,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,D ,2,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,D+,1,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,F ,3,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM1,2494,CA: GAME DES A,W ,1,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM2,2494,CA: GAME DES B,A-,2,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM2,2494,CA: GAME DES B,A ,41,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM2,2494,CA: GAME DES B,B ,3,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM2,2494,CA: GAME DES B,B+,2,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM2,2494,CA: GAME DES B,C ,6,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM2,2494,CA: GAME DES B,C+,1,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM2,2494,CA: GAME DES B,D ,3,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM2,2494,CA: GAME DES B,F ,1,no
31025,Marysville School District,5478,Marysville Getchell High School,SEM2,2494,CA: GAME DES B,W ,1,no
31015,Edmonds School District,1966,Edmonds Heights K-12,SEM1,2494,COM GAME DES,P ,2,no
11001,Pasco School District,5164,Chiawana High School,TRI3,2494,Computer Gaming and Design,A-,2,no
11001,Pasco School District,5164,Chiawana High School,TRI3,2494,Computer Gaming and Design,A ,5,no
11001,Pasco School District,5164,Chiawana High School,TRI3,2494,Computer Gaming and Design,B-,5,no
11001,Pasco School District,5164,Chiawana High School,TRI3,2494,Computer Gaming and Design,B ,7,no
11001,Pasco School District,5164,Chiawana High School,TRI3,2494,Computer Gaming and Design,B+,3,no
11001,Pasco School District,5164,Chiawana High School,TRI3,2494,Computer Gaming and Design,C ,3,no
11001,Pasco School District,5164,Chiawana High School,TRI3,2494,Computer Gaming and Design,C+,1,no
11001,Pasco School District,5164,Chiawana High School,TRI3,2494,Computer Gaming and Design,F ,1,no
17404,Skykomish School District,2513,Skykomish High School,OTHER,2494,CREATIVE CODE,A ,2,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,A ,22,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,B-,8,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,B ,8,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,B+,3,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,C-,3,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,C ,1,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,C+,4,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,D+,2,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,F ,1,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM1,2494,DP ANIMATION,W ,3,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,A ,13,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,B-,3,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,B ,9,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,B+,4,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,C-,2,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,C ,2,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,C+,5,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,D ,6,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,D+,1,no
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,SEM2,2494,DP ANIMATION,W ,2,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2494,GAME DESIGN,B-,1,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2494,GAME DESIGN,F ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2494,GAME DESIGN,B ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2494,GAME DESIGN (OL),B ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2494,GAME DESIGN (OL),F ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2494,GAME DESIGN (OL),B ,1,no
18400,North Kitsap School District,1733,Pal Program,SEM1,2494,GAME DESIGN A,D ,1,no
18400,North Kitsap School District,1733,Pal Program,SEM2,2494,GAME DESIGN A,D ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2494,GAME DESIGN-OL,B+,1,no
39208,West Valley School District (Yakima),5506,WEST VALLEY VIRTUAL ACADEMY 9-12,ALLYR,2494,GAME DEVELOP S1,B ,2,no
39208,West Valley School District (Yakima),5506,WEST VALLEY VIRTUAL ACADEMY 9-12,ALLYR,2494,GAME DEVELOP S1,C ,1,no
29103,Anacortes School District,5176,Cap Sante High School,SEM2,2494,GAME DEVELOPMENT,C-,1,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,A-,1,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,A ,40,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,B-,2,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,B ,1,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,B+,1,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,C-,1,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,C ,2,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,C+,1,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,D ,4,no
17412,Shoreline School District,3343,Shorecrest High School,SEM1,2494,GAME DSN PROG 1,F ,1,no
21237,Toledo School District,2616,Toledo High School,TRI2,2494,VIDEO GAME,A-,2,no
21237,Toledo School District,2616,Toledo High School,TRI2,2494,VIDEO GAME,A ,10,no
21237,Toledo School District,2616,Toledo High School,TRI2,2494,VIDEO GAME,B-,1,no
21237,Toledo School District,2616,Toledo High School,TRI2,2494,VIDEO GAME,B ,1,no
21237,Toledo School District,2616,Toledo High School,TRI2,2494,VIDEO GAME,B+,1,no
21237,Toledo School District,2616,Toledo High School,TRI2,2494,VIDEO GAME,C-,1,no
21237,Toledo School District,2616,Toledo High School,TRI2,2494,VIDEO GAME,D ,1,no
21237,Toledo School District,2616,Toledo High School,TRI2,2494,VIDEO GAME,F ,1,no
21237,Toledo School District,2616,Toledo High School,TRI3,2494,VIDEO GAME,A ,6,no
21237,Toledo School District,2616,Toledo High School,TRI3,2494,VIDEO GAME,C ,1,no
31002,Everett School District,2126,Everett High School,SEM1,2494,Video Game Des,A-,3,no
31002,Everett School District,2126,Everett High School,SEM1,2494,Video Game Des,A ,8,no
31002,Everett School District,2126,Everett High School,SEM1,2494,Video Game Des,B ,1,no
31002,Everett School District,2126,Everett High School,SEM1,2494,Video Game Des,B+,1,no
31002,Everett School District,2126,Everett High School,SEM1,2494,Video Game Des,C ,6,no
31002,Everett School District,2126,Everett High School,SEM1,2494,Video Game Des,NC,1,no
31002,Everett School District,2126,Everett High School,SEM1,2494,Video Game Des,W ,2,no
31002,Everett School District,2126,Everett High School,SEM2,2494,Video Game Des,A ,9,no
31002,Everett School District,2126,Everett High School,SEM2,2494,Video Game Des,B+,3,no
31002,Everett School District,2126,Everett High School,SEM2,2494,Video Game Des,C+,3,no
31002,Everett School District,2126,Everett High School,SEM2,2494,Video Game Des,D ,2,no
31002,Everett School District,2126,Everett High School,SEM2,2494,Video Game Des,F ,5,no
31002,Everett School District,2126,Everett High School,SEM2,2494,Video Game Des,W ,3,no
29311,La Conner School District,2276,La Conner High School,SEM1,2494,VIDEO GAME DSN,A ,1,no
29311,La Conner School District,2276,La Conner High School,SEM1,2494,VIDEO GAME DSN,B ,2,no
29311,La Conner School District,2276,La Conner High School,SEM1,2494,VIDEO GAME DSN,C ,3,no
29311,La Conner School District,2276,La Conner High School,SEM1,2494,VIDEO GAME DSN,C+,1,no
29311,La Conner School District,2276,La Conner High School,SEM1,2494,VIDEO GAME DSN,D ,1,no
29311,La Conner School District,2276,La Conner High School,SEM1,2494,VIDEO GAME DSN,W ,1,no
29311,La Conner School District,2276,La Conner High School,SEM2,2494,VIDEO GAME DSN,A-,1,no
29311,La Conner School District,2276,La Conner High School,SEM2,2494,VIDEO GAME DSN,A ,3,no
29311,La Conner School District,2276,La Conner High School,SEM2,2494,VIDEO GAME DSN,B-,2,no
29311,La Conner School District,2276,La Conner High School,SEM2,2494,VIDEO GAME DSN,B ,1,no
29311,La Conner School District,2276,La Conner High School,SEM2,2494,VIDEO GAME DSN,C ,3,no
29311,La Conner School District,2276,La Conner High School,SEM2,2494,VIDEO GAME DSN,D ,2,no
29311,La Conner School District,2276,La Conner High School,SEM2,2494,VIDEO GAME DSN,F ,2,no
32325,Nine Mile Falls School District,4333,Lakeside High School,SEM1,2495,MOBILE APPS,A-,1,no
32325,Nine Mile Falls School District,4333,Lakeside High School,SEM1,2495,MOBILE APPS,A ,7,no
32325,Nine Mile Falls School District,4333,Lakeside High School,SEM1,2495,MOBILE APPS,B-,1,no
32325,Nine Mile Falls School District,4333,Lakeside High School,SEM1,2495,MOBILE APPS,B ,1,no
32325,Nine Mile Falls School District,4333,Lakeside High School,SEM1,2495,MOBILE APPS,C ,1,no
32325,Nine Mile Falls School District,4333,Lakeside High School,SEM1,2495,MOBILE APPS,D ,2,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,A-,8,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,A ,25,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,B-,1,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,B ,11,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,B+,10,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,C-,7,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,C ,6,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,C+,3,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,D ,4,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,D+,1,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,F ,3,no
6117,Camas School District,4567,Camas High School,SEM2,2695,ACAD LAB/FOCUS,W ,1,no
19404,Cle Elum-Roslyn School District,2329,Cle Elum Roslyn High School,SEM1,2695,ADAPT TECH,A ,1,no
19404,Cle Elum-Roslyn School District,2329,Cle Elum Roslyn High School,SEM2,2695,ADAPT TECH,A ,1,no
18402,South Kitsap School District,1718,Explorer Academy,SEM2,2695,CAREER TECH A,C ,1,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,A-,14,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,A ,94,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,B-,8,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,B ,12,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,B+,10,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,C-,1,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,C ,3,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,C+,3,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,D ,1,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,F ,5,no
6117,Camas School District,4567,Camas High School,SEM1,2695,COL&CAREER REDY,W ,1,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,A-,28,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,A ,75,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,B-,9,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,B ,11,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,B+,11,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,C-,4,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,C ,3,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,C+,1,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,D ,1,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,D+,4,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,F ,7,no
6117,Camas School District,4567,Camas High School,SEM2,2695,COL&CAREER REDY,W ,2,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2695,COMP FUNDAMENT (OL),A-,1,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2695,COMP FUNDAMENT (OL),B ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2695,COMP FUNDAMENT (OL),B+,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2695,COMP FUNDAMENT-OL,D ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2695,COMP FUNDAMENTA,B ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2695,COMP FUNDAMENTA,F ,2,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2695,COMP FUNDAMENTA,C-,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2695,COMP FUNDAMENTA,D ,3,no
6119,Battle Ground School District,1875,Homelink River,SEM1,2695,COMP FUNDAMENTA (OL),B ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2695,COMP FUNDAMENTA (OL),B-,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2695,COMP FUNDAMENTA-OL,D ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2695,COMP FUNDMNT S1 (OL),D ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2695,COMP FUNDMNT S2 (OL),F ,1,no
6119,Battle Ground School District,1875,Homelink River,SEM2,2695,COMP FUNDMNTL-OL,C-,1,no
23309,Shelton School District,4288,Choice Middle and High School,Q1,2695,COMPUTER APP,A-,1,no
23309,Shelton School District,4288,Choice Middle and High School,Q1,2695,COMPUTER APP,A ,6,no
23309,Shelton School District,4288,Choice Middle and High School,Q1,2695,COMPUTER APP,B ,1,no
23309,Shelton School District,4288,Choice Middle and High School,Q1,2695,COMPUTER APP,C-,3,no
23309,Shelton School District,4288,Choice Middle and High School,Q1,2695,COMPUTER APP,NC,4,no
23309,Shelton School District,4288,Choice Middle and High School,Q2,2695,COMPUTER APP,A-,2,no
23309,Shelton School District,4288,Choice Middle and High School,Q2,2695,COMPUTER APP,A ,3,no
23309,Shelton School District,4288,Choice Middle and High School,Q2,2695,COMPUTER APP,B-,1,no
23309,Shelton School District,4288,Choice Middle and High School,Q2,2695,COMPUTER APP,B ,3,no
23309,Shelton School District,4288,Choice Middle and High School,Q2,2695,COMPUTER APP,C-,2,no
23309,Shelton School District,4288,Choice Middle and High School,Q2,2695,COMPUTER APP,NC,1,no
23309,Shelton School District,4288,Choice Middle and High School,Q3,2695,COMPUTER APP,A-,1,no
23309,Shelton School District,4288,Choice Middle and High School,Q3,2695,COMPUTER APP,A ,12,no
23309,Shelton School District,4288,Choice Middle and High School,Q3,2695,COMPUTER APP,B ,2,no
23309,Shelton School District,4288,Choice Middle and High School,Q3,2695,COMPUTER APP,C-,4,no
23309,Shelton School District,4288,Choice Middle and High School,Q3,2695,COMPUTER APP,C ,1,no
23309,Shelton School District,4288,Choice Middle and High School,Q3,2695,COMPUTER APP,C+,2,no
23309,Shelton School District,4288,Choice Middle and High School,Q3,2695,COMPUTER APP,NC,7,no
23309,Shelton School District,4288,Choice Middle and High School,Q4,2695,COMPUTER APP,A-,2,no
23309,Shelton School District,4288,Choice Middle and High School,Q4,2695,COMPUTER APP,A ,8,no
23309,Shelton School District,4288,Choice Middle and High School,Q4,2695,COMPUTER APP,B-,2,no
23309,Shelton School District,4288,Choice Middle and High School,Q4,2695,COMPUTER APP,C-,1,no
23309,Shelton School District,4288,Choice Middle and High School,Q4,2695,COMPUTER APP,C+,3,no
23309,Shelton School District,4288,Choice Middle and High School,Q4,2695,COMPUTER APP,NC,6,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,A-,3,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,A ,5,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,B-,1,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,B ,2,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,B+,2,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,C-,1,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,C ,2,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,C+,1,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,D ,1,no
31306,Lakewood School District,4204,Lakewood High School,SEM2,2695,COMPUTER APP,F ,7,no
23309,Shelton School District,3241,Shelton High School,SEM1,2695,COMPUTER APPS,A-,1,no
23309,Shelton School District,3241,Shelton High School,SEM1,2695,COMPUTER APPS,A ,7,no
23309,Shelton School District,3241,Shelton High School,SEM1,2695,COMPUTER APPS,B-,2,no
23309,Shelton School District,3241,Shelton High School,SEM1,2695,COMPUTER APPS,B ,5,no
