X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-122.8886506,46.14382732,723,3322,46.143833,-122.888665,6801,Educational Service District 112,8458,Kelso School District,Coweeman Middle School,6,8,2000 Allen St, ,Kelso,Washington,98626-0000,Greg  Gardner,greg.gardner@kelsosd.org,360.501.1750," Public School, Regular School",P,Middle School,Public
-122.5392188,45.61547932,724,3822,45.615485,-122.539233,6801,Educational Service District 112,6114,Evergreen School District (Clark),Crestline Elementary School,PK,5,13003 S E 7th Street, ,Vancouver,Washington,98683,Bobbi  Hite,bobbi.hite@evergreenps.org,360.604.3325," Public School, Regular School",P,Elementary School,Public
-122.5969302,48.30661818,725,3377,48.306624,-122.596945,29801,Northwest Educational Service District 189,15201,Oak Harbor School District,Crescent Harbor Elem,K,4,330 E. Crescent Harbor Rd., ,Oak Harbor,Washington,98277-0000,Kate  Valenzuela,kvalenzuela@ohsd.net,360.279.5652," Public School, Regular School",P,Elementary School,Public
-122.4004335,47.29492321,726,4537,47.294929,-122.400448,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Crescent Heights,K,5,4110 Nassau Ave Ne, ,Tacoma,Washington,98422-0000,Sean  McGeeney,smcgeen@tacoma.k12.wa.us,253.571.5500," Public School, Regular School",P,Elementary School,Public
-123.746385,48.13624531,727,3473,48.136251,-123.7464,18801,Olympic Educational Service District 114,5313,Crescent School District,Crescent School,K,12,P. O. Box 20, ,Joyce,Washington,98343-0020,David  Bingham,daveb@crescent.wednet.edu,360.928.3311," Public School, Regular School",P,K-12,Public
-122.1036365,47.37593217,728,4126,47.375938,-122.103651,17801,Puget Sound Educational Service District 121,17415,Kent School District,Crestwood Elementary School,PK,6,25225 180th Ave SE, ,Covington,Washington,98042-4815,Ryan  Preis,Ryan.Preis@kent.k12.wa.us,253.373.7634," Public School, Regular School",P,Elementary School,Public
-122.2011275,47.21969919,729,4435,47.219705,-122.201142,17801,Puget Sound Educational Service District 121,27320,Sumner School District,Crestwood Elementary,PK,5,3914 W Tapps Dr E, ,Bonney Lake,Washington,98390-0000,Kay   Gallo,kay_gallo@sumnersd.org,253.891.5500," Public School, Regular School",P,Elementary School,Public
-121.9633709,48.08497571,730,5171,48.08498159,-121.9633856,29801,Northwest Educational Service District 189,31332,Granite Falls School District,Crossroads High School,9,12,205 North Alder Avenue, ,Granite Falls,Washington,98252,Bridgette  McVay,bmcvay@gfalls.wednet.edu,360.283.4407," Alternative School, Public School",A,High School,Public
-122.6652683,47.57488422,731,3108,47.57489,-122.665283,18801,Olympic Educational Service District 114,18100,Bremerton School District,Crownhill Elementary School,PK,5,1500 Rocky Point Rd, ,Bremerton,Washington,98312-2613,Teneka   Morley-Short,Teneka.Morley@bremertonschools.org,360.473.4200," Public School, Regular School",P,Elementary School,Public
-122.2200824,47.80118116,732,3105,47.801187,-122.220097,17801,Puget Sound Educational Service District 121,17417,Northshore School District,Crystal Springs Elementary,PK,5,21615 9 AV SE, ,Bothell,Washington,98021-7609,Anne  Nielsen,anielsen@nsd.org,425.408.4300," Public School, Regular School",P,Elementary School,Public
-118.6043778,48.87451572,733,2006,48.874522,-118.604392,32801,Educational Service District 101,10050,Curlew School District,Curlew Elem & High School,K,12,PO Box 370, ,Curlew,Washington,99118-0370,Brett  Simpson,bsimpson@curlew.wednet.edu,(509) 779-4931," Public School, Regular School",P,K-12,Public
-122.5494544,47.22156423,734,3600,47.22157,-122.549469,17801,Puget Sound Educational Service District 121,27083,University Place School District,Curtis Senior High,10,12,8425 40TH W, ,UNIVERSITY PLACE,Washington,98466-0000,Tom  Adams,tadams@upsd83.org,253.566.5710," Public School, Regular School",P,High School,Public
-122.5534114,47.22350223,735,3179,47.223508,-122.553426,17801,Puget Sound Educational Service District 121,27083,University Place School District,Curtis Junior High,8,9,3725 Grandview Drive West, ,UNIVERSITY PLACE,Washington,98466-0000,Jayne  Hofstrand,jhofstrand@upsd83.org,253.566.5670," Public School, Regular School",P,High School,Public
-122.5409035,47.18058723,736,2943,47.180593,-122.540918,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Custer Elementary School,PK,5,7801 Steilacoom Blvd SW, ,Lakewood,Washington,98498-6198,Trish  Stallard,pstallar@cloverpark.k12.wa.us,253.583.5230," Public School, Regular School",P,Elementary School,Public
-122.637345,48.91915715,737,2607,48.919163,-122.63736,29801,Northwest Educational Service District 189,37502,Ferndale School District,Custer Elem,K,5,7660 Custer School Road, ,Custer,Washington,98240-0125,Kimberly  Hawes,kim.hawes@ferndalesd.org,360.383.9500," Public School, Regular School",P,Elementary School,Public
-122.2276935,47.2079262,738,4541,47.207932,-122.227708,17801,Puget Sound Educational Service District 121,27320,Sumner School District,Daffodil Valley Elementary,PK,5,1509 Valley Avenue, ,Sumner,Washington,98390-0000,Jane  Aronson,jane_aronson@sumnersd.org,253.891.4600," Public School, Regular School",P,Elementary School,Public
-121.280355,45.69422519,739,3049,45.694231,-121.280369,6801,Educational Service District 112,20406,Lyle School District,Dallesport Elementary,K,5,P.O. Box 368, ,Lyle,Washington,98635,Andrew  Kelly,andrew.kelly@lyleschools.org,509.365.2211," Public School, Regular School",P,Elementary School,Public
-122.3423404,47.68636418,740,2450,47.68637,-122.342355,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Daniel Bagley Elementary School,K,5,7821 STONE AV N, ,SEATTLE,Washington,98103-4835,Carla  Holmes,ceholmes1@seattleschools.org,206.252.5110," Public School, Regular School",P,Elementary School,Public
-121.6027574,48.24728607,741,3609,48.247292,-121.602772,29801,Northwest Educational Service District 189,31330,Darrington School District,Darrington Elementary School,PK,8,POST OFFICE BOX 27, ,DARRINGTON,Washington,98241-0027,Tracy A Franke,tfranke@dsd.k12.wa.us,360.436.1313," Public School, Regular School",P,Elementary School,Public
-118.1504551,47.64878262,742,2668,47.64878887,-118.1504689,32801,Educational Service District 101,22207,Davenport School District,Davenport Elementary,PK,5,601 WASHINGTON STREET, ,DAVENPORT,Washington,99122-0000,Courtney  Strozyk,cstrozyk@davenportsd.org,509.725.1261," Public School, Regular School",P,Elementary School,Public
-118.1507033,47.65114582,743,3173,47.65115206,-118.1507172,32801,Educational Service District 101,22207,Davenport School District,Davenport Senior High School,6,12,801 7TH STREET, ,DAVENPORT,Washington,99122-0000,Chad  Prewitt,cprewitt@davenportsd.org,509.725.4021," Public School, Regular School",P,Other,Public
-122.5533313,47.8074072,744,2798,47.807413,-122.553346,18801,Olympic Educational Service District 114,18400,North Kitsap School District,David Wolfle Elementary,PK,5,27089 Highland Rd NE, ,Kingston,Washington,98346-8408,Courtney Anne Allison,callison@nkschools.org,360.396.3702," Public School, Regular School",P,Elementary School,Public
-118.3863454,46.04842989,745,2114,46.048436,-118.386359,11801,Educational Service District 123,36250,College Place School District,Davis Elementary,PK,5,31 SE ASH STREET, ,COLLEGE PLACE,Washington,99324-1771,Mark   Ferraro,mferraro@cpps.org,509.525.5110," Public School, Regular School",P,Elementary School,Public
-120.5160009,46.59591906,746,2116,46.595925,-120.516015,39801,Educational Service District 105,39007,Yakima School District,Davis High School,9,12,212 S 6th Ave, ,Yakima,Washington,98902-3303,Ryan  McDaniel,mcdaniel.ryan@yakimaschools.org,509.573.2501," Public School, Regular School",P,High School,Public
-122.5598607,45.79404631,747,5089,45.794052,-122.559875,6801,Educational Service District 112,6119,Battle Ground School District,Daybreak Middle,5,8,PO Box 200, ,Battle Ground,Washington,98604,Kevin  Palena,palena.kevin@battlegroundps.org,360.885.6900," Public School, Regular School",P,Middle School,Public
-122.5598607,45.79404631,748,5090,45.794052,-122.559875,6801,Educational Service District 112,6119,Battle Ground School District,Daybreak Primary,PK,4,PO Box 200, ,Battle Ground,Washington,98604, , , ," Public School, Regular School",P,Elementary School,Public
-117.9752174,46.31692183,749,2830,46.316928,-117.975231,11801,Educational Service District 123,7002,Dayton School District,Dayton Elementary School,PK,5,302 E Park, ,Dayton,Washington,99328-1596,Denise  Smith,denises@daytonsd.org,509.382.2507," Public School, Regular School",P,Elementary School,Public
-122.2962684,47.55231718,750,3803,47.552323,-122.296283,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Dearborn Park International School,K,5,2820 S ORCAS ST, ,SEATTLE,Washington,98108-3066,Jessica  Conte,jkconte@seattleschools.org,206.252.6935," Public School, Regular School",P,Elementary School,Public
-122.3678285,47.3171272,751,3766,47.317133,-122.367843,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Decatur High School,9,12,2800 SW 320TH ST, ,FEDERAL WAY,Washington,98023-2207,Jamie  Tough,jtough@fwps.org,253.945.5200," Public School, Regular School",P,High School,Public
-117.4532692,47.94997967,752,2430,47.949986,-117.453283,32801,Educational Service District 101,32414,Deer Park School District,Deer Park Elementary,K,2,"E. 1500 ""D"" Street", ,Deer Park,Washington,99006-0609,Russ  Lodge,russ.lodge@dpsdmail.org,509.464.5600," Public School, Regular School",P,Elementary School,Public
-117.4569612,47.94661867,753,4123,47.946625,-117.456975,32801,Educational Service District 101,32414,Deer Park School District,Deer Park High School,9,12,S. 800 Weber Road, ,Deer Park,Washington,99006-0550,Joe  Feist,joe.feist@dpsdmail.org,509.468.3507," Public School, Regular School",P,High School,Public
-117.4679162,47.95055667,754,3261,47.950563,-117.46793,32801,Educational Service District 101,32414,Deer Park School District,Deer Park Middle School,6,8,S. 347 Colville Ave., ,Deer Park,Washington,99006-0882,Tim  Olietti,tim.olietti@dpsdmail.org,509.464.5800," Public School, Regular School",P,Middle School,Public
-122.5018974,47.24904722,755,2939,47.249053,-122.501912,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Delong,K,5,4901 S 14 st St, ,Tacoma,Washington,98405-0000,Eric  Konishi,ekonish@tacoma.k12.wa.us,253.571.5800," Public School, Regular School",P,Elementary School,Public
-122.3702824,47.52753519,756,2839,47.527541,-122.370297,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,David T. Denny International Middle School,6,8,2601 SW Kenyon St, ,SEATTLE,Washington,98126,Jeff  Clark,jclark@seattleschools.org,(206) 252-9000," Public School, Regular School",P,Middle School,Public
-122.3225974,47.4041472,757,2418,47.404153,-122.322612,17801,Puget Sound Educational Service District 121,17401,Highline School District,Des Moines Elementary,K,6,22001 9th Ave S, ,Des Moines,Washington,98198-6310,Rick  Wisen,rick.wisen@highlineschools.org,206.631.3700," Public School, Regular School",P,Elementary School,Public
-122.2159635,47.32071919,758,2932,47.320725,-122.215978,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Dick Scobee Elementary School,PK,5,1031 14TH ST NE, ,AUBURN,Washington,98002-3314,Adam  Couch,acouch@auburn.wednet.edu,253.931.4984," Public School, Regular School",P,Elementary School,Public
-122.0600274,47.67008715,759,4018,47.670093,-122.060042,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Dickinson Elementary,PK,5,7040 - 208th NE, ,Redmond,Washington,98053-4716,Barbara  Pridgeon,bapridgeon@lwsd.org,425.936.2530," Public School, Regular School",P,Elementary School,Public
-122.1369415,47.22743819,760,4548,47.227444,-122.136956,17801,Puget Sound Educational Service District 121,27343,Dieringer School District,Dieringer Heights Elementary,4,5,21727 34th Street E., ,Lake Tapps,Washington,98391-5804,Kevin  Anderson,kanderson@dieringer.wednet.edu,253.826.4937," Public School, Regular School",P,Elementary School,Public
-122.2317704,47.49250118,761,3280,47.492507,-122.231785,17801,Puget Sound Educational Service District 121,17403,Renton School District,Dimmitt Middle School,6,8,12320 80th Ave S, ,Seattle,Washington,98178-4413,Gioia  Pitts,gioia.pitts@rentonschools.us,425.204.2800," Public School, Regular School",P,Middle School,Public
-122.6004064,47.52947422,762,3899,47.52948,-122.600421,18801,Olympic Educational Service District 114,18402,South Kitsap School District,Discovery,9,12,2150 FIRCREST DR SE, ,PORT ORCHARD,Washington,98366-0000,PAT  OSTER,oster@skschools.org,360.443.3680," Alternative School, Public School",A,High School,Public
-122.0339594,47.58918316,763,4376,47.589189,-122.033974,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Discovery Elementary,PK,5,2300 228TH AVE SE, ,ISSAQUAH,Washington,98075,Marti  Shefveland,shefvelandm@issaquah.wednet.edu,425.837.4022," Public School, Regular School",P,Elementary School,Public
-122.2347733,47.89204216,764,4304,47.892048,-122.234788,29801,Northwest Educational Service District 189,31006,Mukilteo School District,Discovery Elementary,K,5,11700 Meridian Ave S, ,Everett,Washington,98208,Shannon A Koehnen,KoehnenSA@mukilteo.wednet.edu,425.366.2700," Public School, Regular School",P,Elementary School,Public
-122.6037804,47.33182923,765,4080,47.331835,-122.603795,17801,Puget Sound Educational Service District 121,27401,Peninsula School District,Discovery Elementary School,K,5,4905 Rosedale St NW, ,Gig Harbor,Washington,98335-1862,David  Brooks,booksd@psd401.net,253.530.1200," Public School, Regular School",P,Elementary School,Public
-120.5464518,46.61203064,766,3023,46.61203657,-120.5464659,39801,Educational Service District 105,39007,Yakima School District,Discovery Lab School,1,8,2810 Castlevale Rd, ,Yakima,Washington,98902-7330,Phil  Vasquez,vasquez.phil@yakimaschools.org,509.573.5401," Public School, Regular School",P,Other,Public
-122.6638368,45.65196033,767,4503,45.651966,-122.663851,6801,Educational Service District 112,6037,Vancouver School District,Discovery Middle School,6,8,800 E 40TH ST, ,VANCOUVER,Washington,98663-1874,Mark A Cain,Mark.Cain@vansd.org,360.313.3300," Public School, Regular School",P,Middle School,Public
-122.3102855,47.2487322,768,2878,47.248738,-122.3103,17801,Puget Sound Educational Service District 121,27417,Fife School District,Discovery Primary School,PK,1,1205 19th Avenue, ,Milton,Washington,98354-9189,Julie  Bartlett,jbartlett@fifeschools.com,253.517.1200," Public School, Regular School",P,Elementary School,Public
-118.1497374,46.14186986,769,2278,46.141876,-118.149751,11801,Educational Service District 123,36101,Dixie School District,Dixie Elementary School,PK,5,PO BOX 40, ,DIXIE,Washington,99329-0040,Matt  Bona,mbona@dixiesd.org,509.525.5339," Public School, Regular School",P,Elementary School,Public
-122.2997485,47.10226621,770,4443,47.102272,-122.299763,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Stahl Junior High,6,10,9610 168th St E, ,Puyallup,Washington,98375-2256,Troy  Hodge,HodgeTD@puyallup.k12.wa.us,253.840.8881," Public School, Regular School",P,Other,Public
-122.4305748,45.59852031,771,4182,45.598526,-122.430589,6801,Educational Service District 112,6117,Camas School District,Dorothy Fox,K,5,2623 NW Sierra St, ,Camas,Washington,98607-9397,Cathy  Sork,cathy.sork@camas.wednet.edu,360.833.5700," Public School, Regular School",P,Elementary School,Public
-122.5228125,47.18593523,772,3455,47.185941,-122.522827,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Dower Elementary School,PK,5,7817 Dower Rd West, ,Lakewood,Washington,98499-2333,Megan  Qualls,mqualls@cloverpark.k12.wa.us,253.583.5240," Public School, Regular School",P,Elementary School,Public
-122.5410504,47.21195023,773,4325,47.211956,-122.541065,17801,Puget Sound Educational Service District 121,27083,University Place School District,Drum Intermediate,5,7,4909 79TH AVENUE W, ,UNIVERSITY PLA,Washington,98467-0000,Maile Lau Carr,mcarr@upsd83.org,253.566.5660," Public School, Regular School",P,Middle School,Public
-123.5378321,48.11312729,774,4494,48.113133,-123.537847,18801,Olympic Educational Service District 114,5121,Port Angeles School District,Dry Creek Elementary,K,6,25 RIFE RD, ,PORT ANGELES,Washington,98363-8433,BRITTANE  HENDRICKS,bhendricks@portangelesschools.org,360.457.5050," Public School, Regular School",P,Elementary School,Public
-122.2747434,47.52502718,775,2321,47.525033,-122.274758,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Dunlap Elementary School,PK,5,4525 S CLOVERDALE ST, ,SEATTLE,Washington,98118-4905,Winifred  Todd,wwtodd@seattleschools.org,206.252.7005," Public School, Regular School",P,Elementary School,Public
-122.0541324,47.92148114,776,4241,47.921487,-122.054147,29801,Northwest Educational Service District 189,31201,Snohomish School District,Dutch Hill Elementary,K,6,8231 131st Avenue SE, ,Snohomish,Washington,98290-0000,Jack  Tobin,jack.tobin@sno.wednet.edu,360.563.4450," Public School, Regular School",P,Elementary School,Public
-122.6768807,45.68854133,777,3733,45.688547,-122.676895,6801,Educational Service District 112,6037,Vancouver School District,Dwight D Eisenhower Elementary,K,5,9201 NW 9TH AVE, ,VANCOUVER,Washington,98665-7628,Jennifer Joan Blechschmidt,Jennifer.Blechschmidt@vansd.org,360.313.1700," Public School, Regular School",P,Elementary School,Public
-122.2823885,47.2050372,778,3972,47.205043,-122.282403,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Walker High School,8,12,5715 Milwaukee Ave E, ,Puyallup,Washington,98372-2757,Alicia  Nosworthy,NosworAM@puyallup.k12.wa.us,253.841.8781," Alternative School, Public School",A,High School,Public
-122.1123223,48.19405613,779,4327,48.194062,-122.112337,29801,Northwest Educational Service District 189,31016,Arlington School District,Eagle Creek Elementary,K,5,1216 E 5th, ,Arlington,Washington,98223-1119,Bethany  Belisle,bbelisle@asd.wednet.edu,360.618.6272," Public School, Regular School",P,Elementary School,Public
-121.9490934,47.73491214,780,3006,47.734918,-121.949108,17801,Puget Sound Educational Service District 121,17407,Riverview School District,Eagle Rock Multiage School,K,5,29300 NE 150th St, ,Duvall,Washington,98019-8523,Molly  Lutz,lutzm@rsd407.org,425.844.4900," Public School, Regular School",P,Elementary School,Public
-122.624316,48.86184115,781,4482,48.861847,-122.624331,29801,Northwest Educational Service District 189,37502,Ferndale School District,Eagleridge Elementary,K,5,P.O. Box 1127, ,Ferndale,Washington,98248-0000,Mischa  Burnett,mischa.burnett@ferndalesd.org,360.383.9704," Public School, Regular School",P,Elementary School,Public
-122.5268008,45.64214732,782,1530,45.642153,-122.526815,6801,Educational Service District 112,6114,Evergreen School District (Clark),Early Childhood Center,PK,PK,13501 NE 28th Street, ,Vancouver,Washington,98682,Janet  Locascio,Janet.Locascio@evergreenps.org,360.604.4013," Public School, Special Education School",S,PK Only,Public
-117.0541553,47.70810164,783,4097,47.708108,-117.054169,32801,Educational Service District 101,32361,East Valley School District (Spokane),East Farms School,PK,6,26203 E Rowan, ,Newman Lake,Washington,99025-9632,Tammy  Fuller,fullert@evsd.org,509.226.3039," Public School, Regular School",P,Elementary School,Public
-122.2081885,47.38596818,784,2851,47.385974,-122.208203,17801,Puget Sound Educational Service District 121,17415,Kent School District,East Hill Elementary School,PK,6,9825 S 240th ST, ,Kent,Washington,98031-4842,Brian  Patrick,Brian.Patrick@kent.k12.wa.us,253.373.7455," Public School, Regular School",P,Elementary School,Public
-122.8322005,46.96082927,785,4365,46.960835,-122.832215,34801,Capital Region ESD 113,34033,Tumwater School District,East Olympia Elementary,K,5,8700 Rich Road, ,Olympia,Washington,98501-0000,Patricia  Kilmer,patty.kilmer@tumwater.k12.wa.us,360.709.7150," Public School, Regular School",P,Elementary School,Public
-119.5155257,48.40587085,786,3051,48.405877,-119.51554,4801,North Central Educational Service District 171,24019,Omak School District,E Omak Elementary,3,5,P O BOX 833, ,OMAK,Washington,98841-0833,Lee Ann  Schrock,lschrock@omaksd.org,509.826.8222," Public School, Regular School",P,Elementary School,Public
-122.6268764,47.52428522,787,2641,47.524291,-122.626891,18801,Olympic Educational Service District 114,18402,South Kitsap School District,East Port Orchard Elementary,K,5,2649 HOOVER AVE SE, ,PORT ORCHARD,Washington,98366-0000,Paul  Hulbert,hulbert@skschools.org,360.443.3170," Public School, Regular School",P,Elementary School,Public
-122.0430664,47.74118615,788,4379,47.741192,-122.043081,17801,Puget Sound Educational Service District 121,17417,Northshore School District,East Ridge Elementary,PK,5,22150 NE 156 PL, ,Woodinville,Washington,98077-7489,Sarah  White,swhite@nsd.org,425.408.4400," Public School, Regular School",P,Elementary School,Public
-120.4022874,46.575957,789,4487,46.57596295,-120.4023014,39801,Educational Service District 105,39090,East Valley School District (Yakima),East Valley Elementary,K,5,1951 Beaudry Road, ,Yakima,Washington,98901-8012,Colleen  Crowston,crowston.colleen@evsd90.org,509.573.7620," Public School, Regular School",P,Elementary School,Public
-117.1937373,47.70220066,790,3360,47.702207,-117.193751,32801,Educational Service District 101,32361,East Valley School District (Spokane),East Valley High School,9,12,15711 E Wellesley Ave, ,Spokane Valley,Washington,99216-1596,Matthew  Stevens,stevensma@evsd.org,509.927.3200," Public School, Regular School",P,High School,Public
-120.4048359,46.57251005,791,4055,46.572516,-120.40485,39801,Educational Service District 105,39090,East Valley School District (Yakima),East Valley Central Middle School,6,8,2010 BEAUDRY RD, ,YAKIMA,Washington,98901-8082,Matthew  Toth,toth.matthew@evsd90.org,509.573.7520," Public School, Regular School",P,Middle School,Public
-122.1377494,47.57005317,792,3036,47.570059,-122.137764,17801,Puget Sound Educational Service District 121,17405,Bellevue School District,Eastgate Elementary School,PK,5,4255 153rd Avenue SE, ,Bellevue,Washington,98006-1739,May  Pelto,peltom@bsd405.org,425.456.5100," Public School, Regular School",P,Elementary School,Public
-119.1034383,46.19775495,793,2824,46.197761,-119.103452,11801,Educational Service District 123,3017,Kennewick School District,Eastgate Elementary School,PK,5,910 EAST 10TH AVENUE, ,KENNEWICK,Washington,99336-5926,Brittany  Gibson,brittany.gibson@ksd.org,509.222.6521," Public School, Regular School",P,Elementary School,Public
-122.0311018,47.6135219,794,4439,47.61352775,-122.0311163,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Eastlake High School,9,12,400 228th NE, ,Sammamish,Washington,98074-7209,Chris  Bede,cbede@lwsd.org,425.936.1500," Public School, Regular School",P,High School,Public
-120.2725798,47.41114499,795,2727,47.411151,-120.272594,4801,North Central Educational Service District 171,9206,Eastmont School District,Eastmont Senior High,10,12,955 3rd Street NE, ,East Wenatchee,Washington,98802-4999,Lance   Noel,noelll@eastmont206.org,509.884.6665," Public School, Regular School",P,High School,Public
-120.2732618,47.41805399,796,3372,47.41806,-120.273276,4801,North Central Educational Service District 171,9206,Eastmont School District,Eastmont Junior High,8,9,905 NE 8th Street, ,East Wenatchee,Washington,98802-4498,Amy  Dorey,doreya@eastmont206.org,509.884.2407," Public School, Regular School",P,High School,Public
-121.1767217,47.23662209,797,3554,47.236628,-121.176736,39801,Educational Service District 105,19028,Easton School District,Easton School,K,12,P O Box 8, ,Easton,Washington,98925-0008,Ron  woodruff,woodruffr@easton.wednet.edu,509.656.2317," Public School, Regular School",P,K-12,Public
-122.2638216,46.87002222,798,2205,46.870028,-122.263836,17801,Puget Sound Educational Service District 121,27404,Eatonville School District,Eatonville Elementary School,K,5,PO Box 669, ,Eatonville,Washington,98328-0669,Diane  Heersink,diane_heersink@eatonville.wednet.edu,360.879.1600," Public School, Regular School",P,Elementary School,Public
-122.2667746,46.87172222,799,2206,46.871728,-122.266789,17801,Puget Sound Educational Service District 121,27404,Eatonville School District,Eatonville High School,9,12,PO Box 699, ,Eatonville,Washington,98328-0699,Amy  Sturdivant,a.sturdivant@eatonville.wednet.edu,360.879.1200," Public School, Regular School",P,High School,Public
-122.2629646,46.86855822,800,4230,46.868564,-122.262979,17801,Puget Sound Educational Service District 121,27404,Eatonville School District,Eatonville Middle School,6,8,PO Box 910, ,Eatonville,Washington,98328-0910,Janna  Rush,janna_rush@eatonville.wednet.edu,360.879.1400," Public School, Regular School",P,Middle School,Public
-122.3391334,47.77007518,801,3104,47.770081,-122.339148,17801,Puget Sound Educational Service District 121,17412,Shoreline School District,Echo Lake Elementary School,K,6,19345 Wallingford Ave. N., ,Shoreline,Washington,98133-4155,Andrew  Lohman,andrew.lohman@shorelineschools.org,206.393.4337," Public School, Regular School",P,Elementary School,Public
-122.2948704,47.68235618,802,2729,47.682362,-122.294885,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Eckstein Middle School,6,8,3003 NE 75 ST, ,SEATTLE,Washington,98115-4709,Treena  Sterk,tksterk@seattleschools.org,206.252.5010," Public School, Regular School",P,Middle School,Public
-122.2834785,47.2369962,803,2575,47.237002,-122.283493,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Edgemont Jr High,7,9,2300 110th Ave E, ,Edgewood,Washington,98372-1523,Lorraine  Hirakawa,HirakaLM@puyallup.k12.wa.us,253.841.8727," Public School, Regular School",P,Jr High,Public
-122.4379902,48.56146715,804,2379,48.561473,-122.438005,29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,Edison Elementary - Burlington/Edison,K,8,5801 MAIN ST, ,EDISON,Washington,98232-9244,Amy  Staudenraus,astaudenraus@be.wednet.edu,360.757.3375," Public School, Regular School",P,Other,Public
-122.9594945,46.7219273,805,2244,46.721933,-122.959509,34801,Capital Region ESD 113,21401,Centralia School District,Edison Elementary,K,3,607 H Street, ,Centralia,Washington,98531-4623,Andy  Justice,ajustice@centralia.wednet.edu,360.330.7631," Public School, Regular School",P,Elementary School,Public
-119.1898642,46.20820596,806,3315,46.208212,-119.189878,11801,Educational Service District 123,3017,Kennewick School District,Edison Elementary School - Kennewick,PK,5,201 SOUTH DAWES STREET, ,KENNEWICK,Washington,99336-2047,Mia  Benjamin,mia.benjamin@ksd.org,509.222.5504," Public School, Regular School",P,Elementary School,Public
-122.4742675,47.20369822,807,2871,47.203704,-122.474282,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Edison,PK,5,5830 S Pine St, ,Tacoma,Washington,98409-0000,Julia  Bare,jbare@tacoma.k12.wa.us,253.571.1700," Public School, Regular School",P,Elementary School,Public
-118.3092084,46.06820988,808,2528,46.068216,-118.309222,11801,Educational Service District 123,36140,Walla Walla Public Schools,Edison Elementary School - Walla Walla,K,5,1315 E ALDER ST, ,WALLA WALLA,Washington,99362-3598,JULIE CHRISTINE PERRON,jperron@wwps.org,509.527.3072," Public School, Regular School",P,Elementary School,Public
-122.3346783,47.81065455,809,1519,47.81066037,-122.334693,29801,Northwest Educational Service District 189,31015,Edmonds School District,Edmonds eLearning Academy,9,12,7501 208th St SW, ,LYNNWOOD,Washington,98036-7400,Katie  Bjornstad,BjornstadK@edmonds.wednet.edu,425.431.1528," Alternative School, Public School",A,High School,Public
-122.3634063,47.82012218,810,3606,47.820128,-122.363421,29801,Northwest Educational Service District 189,31015,Edmonds School District,Edmonds Elementary,K,6,1215 OLYMPIC AVENUE, ,EDMONDS,Washington,98020-2515,Brett  Hagen,hagenb@edmonds.wednet.edu,425.431.7375," Public School, Regular School",P,Elementary School,Public
-122.3368513,47.80593618,811,3123,47.805942,-122.336866,29801,Northwest Educational Service District 189,31015,Edmonds School District,Edmonds Woodway High School,9,12,7600  212TH STREET SW, ,EDMONDS,Washington,98026-7556,Terrance  Mims,MimsT292@edmonds.wednet.edu,425.431.7906," Public School, Regular School",P,High School,Public
-122.2237721,48.82548211,812,1936,48.825488,-122.223787,29801,Northwest Educational Service District 189,37507,Mount Baker School District,Educational Resource Center,PK,PK,4888 DEMING RD,PO BOX 95,DEMING,Washington,98244-0095,Ian  Linterman,ilinterman@mtbaker.wednet.edu,360.383.2012," Public School, Special Education School",S,PK Only,Public
-119.1978422,46.43017394,813,3425,46.43018,-119.197856,11801,Educational Service District 123,11001,Pasco School District,Edwin Markham Elementary,K,6,4031 ELM ROAD, ,PASCO,Washington,99301-0000,Kim  Mahaffey,kmahaffey@psd1.org,509.543.6790," Public School, Regular School",P,Elementary School,Public
-121.7669075,47.48023413,814,4308,47.48024,-121.766922,17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,Edwin R Opstad Elementary,PK,5,1345 STILLSON AVE SE, ,NORTH BEND,Washington,98045-0000,Ryan  Hill,hillr@svsd410.org,425.831.8300," Public School, Regular School",P,Elementary School,Public
