X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-122.370282407017356,47.527535193604834,756,2839,47.527541,-122.370297,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,David T. Denny International Middle School,6,8,2601 SW Kenyon St, ,SEATTLE,Washington,98126,Jeff  Clark,jclark@seattleschools.org,(206) 252-9000," Public School, Regular School",P,Middle School,Public
-122.322597442036169,47.404147195096705,757,2418,47.404153,-122.322612,17801,Puget Sound Educational Service District 121,17401,Highline School District,Des Moines Elementary,K,6,22001 9th Ave S, ,Des Moines,Washington,98198-6310,Rick  Wisen,rick.wisen@highlineschools.org,206.631.3700," Public School, Regular School",P,Elementary School,Public
-122.215963478003275,47.320719188663006,758,2932,47.320725,-122.215978,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Dick Scobee Elementary School,PK,5,1031 14TH ST NE, ,AUBURN,Washington,98002-3314,Adam  Couch,acouch@auburn.wednet.edu,253.931.4984," Public School, Regular School",P,Elementary School,Public
-122.0600274267712,47.670087152967703,759,4018,47.670093,-122.060042,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Dickinson Elementary,PK,5,7040 - 208th NE, ,Redmond,Washington,98053-4716,Barbara  Pridgeon,bapridgeon@lwsd.org,425.936.2530," Public School, Regular School",P,Elementary School,Public
-122.136941512023839,47.227438185799635,760,4548,47.227444,-122.136956,17801,Puget Sound Educational Service District 121,27343,Dieringer School District,Dieringer Heights Elementary,4,5,21727 34th Street E., ,Lake Tapps,Washington,98391-5804,Kevin  Anderson,kanderson@dieringer.wednet.edu,253.826.4937," Public School, Regular School",P,Elementary School,Public
-122.231770437311027,47.49250118052997,761,3280,47.492507,-122.231785,17801,Puget Sound Educational Service District 121,17403,Renton School District,Dimmitt Middle School,6,8,12320 80th Ave S, ,Seattle,Washington,98178-4413,Gioia  Pitts,gioia.pitts@rentonschools.us,425.204.2800," Public School, Regular School",P,Middle School,Public
-122.600406368521519,47.529474216623818,762,3899,47.52948,-122.600421,18801,Olympic Educational Service District 114,18402,South Kitsap School District,Discovery,9,12,2150 FIRCREST DR SE, ,PORT ORCHARD,Washington,98366-0000,PAT  OSTER,oster@skschools.org,360.443.3680," Alternative School, Public School",A,High School,Public
-122.033959449209064,47.589183155269971,763,4376,47.589189,-122.033974,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Discovery Elementary,PK,5,2300 228TH AVE SE, ,ISSAQUAH,Washington,98075,Marti  Shefveland,shefvelandm@issaquah.wednet.edu,425.837.4022," Public School, Regular School",P,Elementary School,Public
-122.234773345812542,47.892042159294839,764,4304,47.892048,-122.234788,29801,Northwest Educational Service District 189,31006,Mukilteo School District,Discovery Elementary,K,5,11700 Meridian Ave S, ,Everett,Washington,98208,Shannon A Koehnen,KoehnenSA@mukilteo.wednet.edu,425.366.2700," Public School, Regular School",P,Elementary School,Public
-122.603780411502285,47.331829228295405,765,4080,47.331835,-122.603795,17801,Puget Sound Educational Service District 121,27401,Peninsula School District,Discovery Elementary School,K,5,4905 Rosedale St NW, ,Gig Harbor,Washington,98335-1862,David  Brooks,booksd@psd401.net,253.530.1200," Public School, Regular School",P,Elementary School,Public
-120.546451836219802,46.612030635687134,766,3023,46.612036572,-120.546465921,39801,Educational Service District 105,39007,Yakima School District,Discovery Lab School,1,8,2810 Castlevale Rd, ,Yakima,Washington,98902-7330,Phil  Vasquez,vasquez.phil@yakimaschools.org,509.573.5401," Public School, Regular School",P,Other,Public
-122.663836753898579,45.651960329551741,767,4503,45.651966,-122.663851,06801,Educational Service District 112,06037,Vancouver School District,Discovery Middle School,6,8,800 E 40TH ST, ,VANCOUVER,Washington,98663-1874,Mark A Cain,Mark.Cain@vansd.org,360.313.3300," Public School, Regular School",P,Middle School,Public
-122.310285479375978,47.248732202696047,768,2878,47.248738,-122.3103,17801,Puget Sound Educational Service District 121,27417,Fife School District,Discovery Primary School,PK,1,1205 19th Avenue, ,Milton,Washington,98354-9189,Julie  Bartlett,jbartlett@fifeschools.com,253.517.1200," Public School, Regular School",P,Elementary School,Public
-118.149737441604984,46.1418698632204,769,2278,46.141876,-118.149751,11801,Educational Service District 123,36101,Dixie School District,Dixie Elementary School,PK,5,PO BOX 40, ,DIXIE,Washington,99329-0040,Matt  Bona,mbona@dixiesd.org,509.525.5339," Public School, Regular School",P,Elementary School,Public
-122.299748512810552,47.10226620949858,770,4443,47.102272,-122.299763,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Stahl Junior High,6,10,9610 168th St E, ,Puyallup,Washington,98375-2256,Troy  Hodge,HodgeTD@puyallup.k12.wa.us,253.840.8881," Public School, Regular School",P,Other,Public
-122.430574801909685,45.598520310588967,771,4182,45.598526,-122.430589,06801,Educational Service District 112,06117,Camas School District,Dorothy Fox,K,5,2623 NW Sierra St, ,Camas,Washington,98607-9397,Cathy  Sork,cathy.sork@camas.wednet.edu,360.833.5700," Public School, Regular School",P,Elementary School,Public
-122.522812457573863,47.1859352275346,772,3455,47.185941,-122.522827,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Dower Elementary School,PK,5,7817 Dower Rd West, ,Lakewood,Washington,98499-2333,Megan  Qualls,mqualls@cloverpark.k12.wa.us,253.583.5240," Public School, Regular School",P,Elementary School,Public
-122.541050448646132,47.211950227854466,773,4325,47.211956,-122.541065,17801,Puget Sound Educational Service District 121,27083,University Place School District,Drum Intermediate,5,7,4909 79TH AVENUE W, ,UNIVERSITY PLA,Washington,98467-0000,Maile Lau Carr,mcarr@upsd83.org,253.566.5660," Public School, Regular School",P,Middle School,Public
-123.537832081239387,48.113127285404587,774,4494,48.113133,-123.537847,18801,Olympic Educational Service District 114,05121,Port Angeles School District,Dry Creek Elementary,K,6,25 RIFE RD, ,PORT ANGELES,Washington,98363-8433,BRITTANE  HENDRICKS,bhendricks@portangelesschools.org,360.457.5050," Public School, Regular School",P,Elementary School,Public
-122.274743423404473,47.525027183585458,775,2321,47.525033,-122.274758,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Dunlap Elementary School,PK,5,4525 S CLOVERDALE ST, ,SEATTLE,Washington,98118-4905,Winifred  Todd,wwtodd@seattleschools.org,206.252.7005," Public School, Regular School",P,Elementary School,Public
-122.054132369200488,47.921481139030078,776,4241,47.921487,-122.054147,29801,Northwest Educational Service District 189,31201,Snohomish School District,Dutch Hill Elementary,K,6,8231 131st Avenue SE, ,Snohomish,Washington,98290-0000,Jack  Tobin,jack.tobin@sno.wednet.edu,360.563.4450," Public School, Regular School",P,Elementary School,Public
-122.676880744665354,45.688541329020296,777,3733,45.688547,-122.676895,06801,Educational Service District 112,06037,Vancouver School District,Dwight D Eisenhower Elementary,K,5,9201 NW 9TH AVE, ,VANCOUVER,Washington,98665-7628,Jennifer Joan Blechschmidt,Jennifer.Blechschmidt@vansd.org,360.313.1700," Public School, Regular School",P,Elementary School,Public
-122.282388493421053,47.20503720216719,778,3972,47.205043,-122.282403,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Walker High School,8,12,5715 Milwaukee Ave E, ,Puyallup,Washington,98372-2757,Alicia  Nosworthy,NosworAM@puyallup.k12.wa.us,253.841.8781," Alternative School, Public School",A,High School,Public
-122.112322296131808,48.194056130688821,779,4327,48.194062,-122.112337,29801,Northwest Educational Service District 189,31016,Arlington School District,Eagle Creek Elementary,K,5,1216 E 5th, ,Arlington,Washington,98223-1119,Bethany  Belisle,bbelisle@asd.wednet.edu,360.618.6272," Public School, Regular School",P,Elementary School,Public
-121.949093430794989,47.734912138563814,780,3006,47.734918,-121.949108,17801,Puget Sound Educational Service District 121,17407,Riverview School District,Eagle Rock Multiage School,K,5,29300 NE 150th St, ,Duvall,Washington,98019-8523,Molly  Lutz,lutzm@rsd407.org,425.844.4900," Public School, Regular School",P,Elementary School,Public
-122.624316049061122,48.861841150337398,781,4482,48.861847,-122.624331,29801,Northwest Educational Service District 189,37502,Ferndale School District,Eagleridge Elementary,K,5,P.O. Box 1127, ,Ferndale,Washington,98248-0000,Mischa  Burnett,mischa.burnett@ferndalesd.org,360.383.9704," Public School, Regular School",P,Elementary School,Public
-122.526800777703514,45.642147316921999,782,1530,45.642153,-122.526815,06801,Educational Service District 112,06114,Evergreen School District (Clark),Early Childhood Center,PK,PK,13501 NE 28th Street, ,Vancouver,Washington,98682,Janet  Locascio,Janet.Locascio@evergreenps.org,360.604.4013," Public School, Special Education School",S,PK Only,Public
-117.054155324535614,47.708101642750186,783,4097,47.708108,-117.054169,32801,Educational Service District 101,32361,East Valley School District (Spokane),East Farms School,PK,6,26203 E Rowan, ,Newman Lake,Washington,99025-9632,Tammy  Fuller,fullert@evsd.org,509.226.3039," Public School, Regular School",P,Elementary School,Public
-122.208188465659688,47.385968184587682,784,2851,47.385974,-122.208203,17801,Puget Sound Educational Service District 121,17415,Kent School District,East Hill Elementary School,PK,6,9825 S 240th ST, ,Kent,Washington,98031-4842,Brian  Patrick,Brian.Patrick@kent.k12.wa.us,253.373.7455," Public School, Regular School",P,Elementary School,Public
-122.832200455855499,46.96082927139306,785,4365,46.960835,-122.832215,34801,Capital Region ESD 113,34033,Tumwater School District,East Olympia Elementary,K,5,8700 Rich Road, ,Olympia,Washington,98501-0000,Patricia  Kilmer,patty.kilmer@tumwater.k12.wa.us,360.709.7150," Public School, Regular School",P,Elementary School,Public
-119.515525702182288,48.405870846333002,786,3051,48.405877,-119.51554,04801,North Central Educational Service District 171,24019,Omak School District,E Omak Elementary,3,5,P O BOX 833, ,OMAK,Washington,98841-0833,Lee Ann  Schrock,lschrock@omaksd.org,509.826.8222," Public School, Regular School",P,Elementary School,Public
-122.626876364961191,47.524285219512819,787,2641,47.524291,-122.626891,18801,Olympic Educational Service District 114,18402,South Kitsap School District,East Port Orchard Elementary,K,5,2649 HOOVER AVE SE, ,PORT ORCHARD,Washington,98366-0000,Paul  Hulbert,hulbert@skschools.org,360.443.3170," Public School, Regular School",P,Elementary School,Public
-122.043066412684141,47.741186147757965,788,4379,47.741192,-122.043081,17801,Puget Sound Educational Service District 121,17417,Northshore School District,East Ridge Elementary,PK,5,22150 NE 156 PL, ,Woodinville,Washington,98077-7489,Sarah  White,swhite@nsd.org,425.408.4400," Public School, Regular School",P,Elementary School,Public
-120.402287384002818,46.57595700136249,789,4487,46.57596295,-120.402301437,39801,Educational Service District 105,39090,East Valley School District (Yakima),East Valley Elementary,K,5,1951 Beaudry Road, ,Yakima,Washington,98901-8012,Colleen  Crowston,crowston.colleen@evsd90.org,509.573.7620," Public School, Regular School",P,Elementary School,Public
-117.193737299158698,47.702200657413734,790,3360,47.702207,-117.193751,32801,Educational Service District 101,32361,East Valley School District (Spokane),East Valley High School,9,12,15711 E Wellesley Ave, ,Spokane Valley,Washington,99216-1596,Matthew  Stevens,stevensma@evsd.org,509.927.3200," Public School, Regular School",P,High School,Public
-120.404835948042404,46.57251005167808,791,4055,46.572516,-120.40485,39801,Educational Service District 105,39090,East Valley School District (Yakima),East Valley Central Middle School,6,8,2010 BEAUDRY RD, ,YAKIMA,Washington,98901-8082,Matthew  Toth,toth.matthew@evsd90.org,509.573.7520," Public School, Regular School",P,Middle School,Public
-122.137749435551129,47.570053167324701,792,3036,47.570059,-122.137764,17801,Puget Sound Educational Service District 121,17405,Bellevue School District,Eastgate Elementary School,PK,5,4255 153rd Avenue SE, ,Bellevue,Washington,98006-1739,May  Pelto,peltom@bsd405.org,425.456.5100," Public School, Regular School",P,Elementary School,Public
-119.103438255038142,46.197754950655188,793,2824,46.197761,-119.103452,11801,Educational Service District 123,03017,Kennewick School District,Eastgate Elementary School,PK,5,910 EAST 10TH AVENUE, ,KENNEWICK,Washington,99336-5926,Brittany  Gibson,brittany.gibson@ksd.org,509.222.6521," Public School, Regular School",P,Elementary School,Public
-122.031101790071503,47.613521902194492,794,4439,47.613527749,-122.031116346,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Eastlake High School,9,12,400 228th NE, ,Sammamish,Washington,98074-7209,Chris  Bede,cbede@lwsd.org,425.936.1500," Public School, Regular School",P,High School,Public
-120.272579792421908,47.411144986019011,795,2727,47.411151,-120.272594,04801,North Central Educational Service District 171,09206,Eastmont School District,Eastmont Senior High,10,12,955 3rd Street NE, ,East Wenatchee,Washington,98802-4999,Lance   Noel,noelll@eastmont206.org,509.884.6665," Public School, Regular School",P,High School,Public
-120.273261790967197,47.418053985102105,796,3372,47.41806,-120.273276,04801,North Central Educational Service District 171,09206,Eastmont School District,Eastmont Junior High,8,9,905 NE 8th Street, ,East Wenatchee,Washington,98802-4498,Amy  Dorey,doreya@eastmont206.org,509.884.2407," Public School, Regular School",P,High School,Public
-121.176721672142278,47.236622087957883,797,3554,47.236628,-121.176736,39801,Educational Service District 105,19028,Easton School District,Easton School,K,12,P O Box 8, ,Easton,Washington,98925-0008,Ron  woodruff,woodruffr@easton.wednet.edu,509.656.2317," Public School, Regular School",P,K-12,Public
-122.263821569162971,46.870022219204536,798,2205,46.870028,-122.263836,17801,Puget Sound Educational Service District 121,27404,Eatonville School District,Eatonville Elementary School,K,5,PO Box 669, ,Eatonville,Washington,98328-0669,Diane  Heersink,diane_heersink@eatonville.wednet.edu,360.879.1600," Public School, Regular School",P,Elementary School,Public
-122.266774568525648,46.871722219759214,799,2206,46.871728,-122.266789,17801,Puget Sound Educational Service District 121,27404,Eatonville School District,Eatonville High School,9,12,PO Box 699, ,Eatonville,Washington,98328-0699,Amy  Sturdivant,a.sturdivant@eatonville.wednet.edu,360.879.1200," Public School, Regular School",P,High School,Public
-122.262964569800431,46.868558219341324,800,4230,46.868564,-122.262979,17801,Puget Sound Educational Service District 121,27404,Eatonville School District,Eatonville Middle School,6,8,PO Box 910, ,Eatonville,Washington,98328-0910,Janna  Rush,janna_rush@eatonville.wednet.edu,360.879.1400," Public School, Regular School",P,Middle School,Public
-122.3391333565514,47.770075176442809,801,3104,47.770081,-122.339148,17801,Puget Sound Educational Service District 121,17412,Shoreline School District,Echo Lake Elementary School,K,6,19345 Wallingford Ave. N., ,Shoreline,Washington,98133-4155,Andrew  Lohman,andrew.lohman@shorelineschools.org,206.393.4337," Public School, Regular School",P,Elementary School,Public
-122.294870383999509,47.682356176988975,802,2729,47.682362,-122.294885,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Eckstein Middle School,6,8,3003 NE 75 ST, ,SEATTLE,Washington,98115-4709,Treena  Sterk,tksterk@seattleschools.org,206.252.5010," Public School, Regular School",P,Middle School,Public
-122.283478485590635,47.23699620040162,803,2575,47.237002,-122.283493,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Edgemont Jr High,7,9,2300 110th Ave E, ,Edgewood,Washington,98372-1523,Lorraine  Hirakawa,HirakaLM@puyallup.k12.wa.us,253.841.8727," Public School, Regular School",P,Jr High,Public
-122.437990153753134,48.561467146192008,804,2379,48.561473,-122.438005,29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,Edison Elementary - Burlington/Edison,K,8,5801 MAIN ST, ,EDISON,Washington,98232-9244,Amy  Staudenraus,astaudenraus@be.wednet.edu,360.757.3375," Public School, Regular School",P,Other,Public
-122.959494487086289,46.721927297669097,805,2244,46.721933,-122.959509,34801,Capital Region ESD 113,21401,Centralia School District,Edison Elementary,K,3,607 H Street, ,Centralia,Washington,98531-4623,Andy  Justice,ajustice@centralia.wednet.edu,360.330.7631," Public School, Regular School",P,Elementary School,Public
-119.189864236981236,46.208205958041404,806,3315,46.208212,-119.189878,11801,Educational Service District 123,03017,Kennewick School District,Edison Elementary School - Kennewick,PK,5,201 SOUTH DAWES STREET, ,KENNEWICK,Washington,99336-2047,Mia  Benjamin,mia.benjamin@ksd.org,509.222.5504," Public School, Regular School",P,Elementary School,Public
-122.47426746176167,47.203698221323904,807,2871,47.203704,-122.474282,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Edison,PK,5,5830 S Pine St, ,Tacoma,Washington,98409-0000,Julia  Bare,jbare@tacoma.k12.wa.us,253.571.1700," Public School, Regular School",P,Elementary School,Public
-118.309208425716747,46.068209884203107,808,2528,46.068216,-118.309222,11801,Educational Service District 123,36140,Walla Walla Public Schools,Edison Elementary School - Walla Walla,K,5,1315 E ALDER ST, ,WALLA WALLA,Washington,99362-3598,JULIE CHRISTINE PERRON,jperron@wwps.org,509.527.3072," Public School, Regular School",P,Elementary School,Public
-122.334678332710695,47.810654549654572,809,1519,47.8106603746,-122.334692985,29801,Northwest Educational Service District 189,31015,Edmonds School District,Edmonds eLearning Academy,9,12,7501 208th St SW, ,LYNNWOOD,Washington,98036-7400,Katie  Bjornstad,BjornstadK@edmonds.wednet.edu,425.431.1528," Alternative School, Public School",A,High School,Public
-122.363406340786099,47.820122176657065,810,3606,47.820128,-122.363421,29801,Northwest Educational Service District 189,31015,Edmonds School District,Edmonds Elementary,K,6,1215 OLYMPIC AVENUE, ,EDMONDS,Washington,98020-2515,Brett  Hagen,hagenb@edmonds.wednet.edu,425.431.7375," Public School, Regular School",P,Elementary School,Public
-122.336851348848015,47.805936175125375,811,3123,47.805942,-122.336866,29801,Northwest Educational Service District 189,31015,Edmonds School District,Edmonds Woodway High School,9,12,7600  212TH STREET SW, ,EDMONDS,Washington,98026-7556,Terrance  Mims,MimsT292@edmonds.wednet.edu,425.431.7906," Public School, Regular School",P,High School,Public
-122.223772125903793,48.825482109000916,812,1936,48.825488,-122.223787,29801,Northwest Educational Service District 189,37507,Mount Baker School District,Educational Resource Center,PK,PK,4888 DEMING RD,PO BOX 95,DEMING,Washington,98244-0095,Ian  Linterman,ilinterman@mtbaker.wednet.edu,360.383.2012," Public School, Special Education School",S,PK Only,Public
-119.197842191859465,46.430173943748379,813,3425,46.43018,-119.197856,11801,Educational Service District 123,11001,Pasco School District,Edwin Markham Elementary,K,6,4031 ELM ROAD, ,PASCO,Washington,99301-0000,Kim  Mahaffey,kmahaffey@psd1.org,509.543.6790," Public School, Regular School",P,Elementary School,Public
-121.766907518180389,47.480234134172342,814,4308,47.48024,-121.766922,17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,Edwin R Opstad Elementary,PK,5,1345 STILLSON AVE SE, ,NORTH BEND,Washington,98045-0000,Ryan  Hill,hillr@svsd410.org,425.831.8300," Public School, Regular School",P,Elementary School,Public
-120.410447974511172,46.436055061507993,815,2131,46.436061,-120.410462,39801,Educational Service District 105,39207,Wapato School District,Wapato Middle School,6,8,1309 Kateri Lane, ,Wapato,Washington,98951-0038,Scott E Wells,ScottW@wapatosd.org,509.877.2173," Public School, Regular School",P,Middle School,Public
-119.041034958157709,46.96132970353483,816,2792,46.9613358123,-119.041048848,04801,North Central Educational Service District 171,13146,Warden School District,Warden Elementary,PK,5,101 W BECK WAY, ,WARDEN,Washington,98857-9401,Kelly  Cutter,kcutter@warden.wednet.edu,509.349.2311," Public School, Regular School",P,Elementary School,Public
-122.257722513914814,47.12632120382699,817,4360,47.126327,-122.257737,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Hunt Elementary,K,6,12801 144th St E, ,Puyallup,Washington,98374-3548,Rebecca L Williams,WilliaRL@puyallup.k12.wa.us,253.840.8690," Public School, Regular School",P,Elementary School,Public
-122.222289480118647,47.308237190183668,818,2326,47.308243,-122.222304,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Washington Elementary School,K,5,20 E ST NE, ,AUBURN,Washington,98002-5501,PAULINE  THOMAS,pthomas@auburn.wednet.edu,253.931.4988," Public School, Regular School",P,Elementary School,Public
-122.953659490121822,46.708539298142092,819,2768,46.708545,-122.953674,34801,Capital Region ESD 113,21401,Centralia School District,Washington Elementary School,4,6,800 Field Street, ,Centralia,Washington,98531-3824,Danielle  Vekich,dvekich@centralia.wednet.edu,360.300.7641," Public School, Regular School",P,Elementary School,Public
-123.409762542248089,47.003277646874096,820,4245,47.003283319,-123.409777188,34801,Capital Region ESD 113,14068,Elma School District,Elma Middle School,6,8,1235 Monte-Elma Rd., ,Elma,Washington,98541-0000,Sunshine  Perry,sperry@eagles.edu,360.482.2237," Public School, Regular School",P,Middle School,Public
-119.118961253940071,46.188590952364606,821,3144,46.188597,-119.118975,11801,Educational Service District 123,03017,Kennewick School District,Washington Elementary School,K,5,105 WEST 21ST AVENUE, ,KENNEWICK,Washington,99337-4999,Ryan  Rettig,ryan.rettig@ksd.org,509.222.6668," Public School, Regular School",P,Elementary School,Public
-122.424288484845462,47.135751220849144,822,3532,47.135757,-122.424303,17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,Elmhurst Elementary School,K,5,420 133rd ST E, ,TACOMA,Washington,98445-1465,Theressa  Prather,Tprather@fpschools.org,253.298.3000," Public School, Regular School",P,Elementary School,Public
-122.348687202794267,48.420065143317899,823,2880,48.420071,-122.348702,29801,Northwest Educational Service District 189,29320,Mount Vernon School District,Washington Elementary School,K,5,1020 McLean Rd, ,Mount Vernon,Washington,98273-3264,Marsha  Hanson,mhanson@mvsd320.org,360.428.6122," Public School, Regular School",P,Elementary School,Public
-117.58426919822206,47.817834688297133,824,4036,47.817841,-117.584283,32801,Educational Service District 101,32325,Nine Mile Falls School District,Lake Spokane Elementary,PK,5,6015 Hwy 291, ,Nine Mile Falls,Washington,99026-9579,Tim  Smith,tsmith@9mile.org,509.340.4040," Public School, Regular School",P,Elementary School,Public
-122.664967324711682,47.674938215675013,825,4444,47.674944,-122.664982,18801,Olympic Educational Service District 114,18401,Central Kitsap School District,Emerald Heights Elementary,PK,5,1260 Pinnacle Court, ,SILVERDALE,Washington,98383-0008,Greg  Cleven,gregc@cksd.wednet.edu,360.662.8500," Public School, Regular School",P,Elementary School,Public
-122.168834511982212,47.201993190953907,826,4250,47.201999,-122.168849,17801,Puget Sound Educational Service District 121,27320,Sumner School District,Emerald Hills Elementary,K,5,19515 S Tapps Dr E, ,Bonney Lake,Washington,98390-0000,Martina  Scheerer,martin_scheerer@sumnersd.org,253.891.4750," Public School, Regular School",P,Elementary School,Public
-122.183288464239638,47.409793180386522,827,4545,47.409799,-122.183303,17801,Puget Sound Educational Service District 121,17415,Kent School District,Emerald Park Elementary School,K,6,11800 SE 216th St, ,Kent,Washington,98031-3900,Valerie  Orrock,Valerie.Orrock@kent.k12.wa.us,253.373.3850," Public School, Regular School",P,Elementary School,Public
-122.262871521938337,47.089445206661622,828,4540,47.089451,-122.262886,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Emerald Ridge High School,10,12,12405 184th St E, ,Puyallup,Washington,98374-9135,Richard  Lasso,LassoR@puyallup.k12.wa.us,253.435.6300," Public School, Regular School",P,High School,Public
-122.223594342295655,47.919198156532254,829,3184,47.919204,-122.223609,29801,Northwest Educational Service District 189,31002,Everett School District,Emerson Elementary School,PK,5,8702 7th Ave. SE, ,Everett,Washington,98208-2040,Dawn  Weddle,dweddle@everettsd.org,425.385.6200," Public School, Regular School",P,Elementary School,Public
-123.903314280806541,46.981412379969939,830,2268,46.981418,-123.903329,34801,Capital Region ESD 113,14028,Hoquiam School District,Emerson Elementary,K,1,101 W Emerson, ,Hoquiam,Washington,98550-0000,Brandon  Winkelman,bwinkelman@hoquiam.net,360.538.8240," Public School, Regular School",P,Elementary School,Public
-119.110792246540512,46.237726948286117,831,2967,46.237733,-119.110806,11801,Educational Service District 123,11001,Pasco School District,Emerson Elementary,K,6,1616 W OCTAVE ST, ,PASCO,Washington,99301-0000,Brooke  Schuldheisz,bschuldheisz@psd1.org,509.543.6792," Public School, Regular School",P,Elementary School,Public
-122.258847427579667,47.514784182732576,832,2118,47.51479,-122.258862,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Emerson Elementary School,PK,5,9709 60 AV S, ,SEATTLE,Washington,98118-5818,Erin C Rasmussen,ecrasmussen@seattleschools.org,206.252.7100," Public School, Regular School",P,Elementary School,Public
-122.084661363701102,47.925283141818355,833,3005,47.925289,-122.084676,29801,Northwest Educational Service District 189,31201,Snohomish School District,Emerson Elementary,3,6,1103 Pine Street, ,Snohomish,Washington,98290-0000,Craig  Church,craig.church@sno.wednet.edu,(360) 563-7150," Public School, Regular School",P,Elementary School,Public
-122.360147458744194,47.303037204343575,834,1950,47.303043,-122.360162,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Employment Transition Program,9,12,33250 21st Ave SW, ,Federal Way,Washington,98023,Jane  Al-Tamimi,jaltamim@fwps.org,253.945.4580," Public School, Special Education School",S,High School,Public
-122.198434946587341,47.589350495279334,835,2846,47.589356323,-122.198449525,17801,Puget Sound Educational Service District 121,17405,Bellevue School District,Enatai Elementary School,PK,5,10700 SE 25th Street, ,Bellevue,Washington,98007,Amy  MacDonald,macdonalda@bsd405.org,425.456.5200," Public School, Regular School",P,Elementary School,Public
-121.988291461501134,47.570415151935507,836,4493,47.570421,-121.988306,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Endeavour Elementary School,K,5,26205 SE ISSAQUAH-FALL CITY RD, ,ISSAQUAH,Washington,98029-9114,Alaina  Sivadasan,SivadasanA@issaquah.wednet.edu,425.837.7350," Public School, Regular School",P,Elementary School,Public
-122.311692334743043,47.885103167528797,837,4469,47.885109,-122.311707,29801,Northwest Educational Service District 189,31006,Mukilteo School District,Endeavour Elementary,K,5,12300 Harbour Pointe Blvd, ,Mukilteo,Washington,98275,Steve A Raymond,RaymondSA@mukilteo.wednet.edu,425.366.2800," Public School, Regular School",P,Elementary School,Public
-122.311486478524543,47.247645202311659,838,2809,47.247651,-122.311501,17801,Puget Sound Educational Service District 121,27417,Fife School District,Endeavour Intermediate,2,5,1304 17th Avenue, ,Milton,Washington,98354-9125,Amy  Mittelstaedt,amittelstaedt@fifeschools.com,253.517.1400," Public School, Regular School",P,Elementary School,Public
-117.690522367161122,46.932885761625982,839,2207,46.932892,-117.690536,32801,Educational Service District 101,38308,Endicott School District,Endicott/St John Elem and Middle,K,8,308 School Dr, ,Endicott,Washington,99125-0000,Bruce  Porubek,bporubek@endicott.wednet.edu,509.657.3523," Public School, Regular School",P,Other,Public
-122.208585290984431,48.147294143103508,840,4477,48.1473,-122.2086,29801,Northwest Educational Service District 189,31306,Lakewood School District,English Crossing Elementary,K,5,P.O. Box 50, ,N. Lakewood,Washington,98259-0050,Michele  Ricci,mricci@lwsd.wednet.edu,360.652.4515," Public School, Regular School",P,Elementary School,Public
-122.341051465400497,47.28727420339176,841,4470,47.28728,-122.341066,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Enterprise Elementary School,PK,5,35101 5TH AVE SW, ,FEDERAL WAY,Washington,98023-8108,Jeff  Soltez,jsoltez@fwps.org,253.945.2600," Public School, Regular School",P,Elementary School,Public
-119.355551192213099,46.287014968868156,842,3926,46.287021,-119.355565,11801,Educational Service District 123,03400,Richland School District,Enterprise Middle School,6,8,5200 Paradise Way, ,West Richland,Washington,99353,Jennifer  Klauss,Jennifer.Klauss@rsd.edu,509.967.6200," Public School, Regular School",P,Middle School,Public
-120.225570344654585,47.66474621046892,843,2688,47.664752245,-120.225584601,04801,North Central Educational Service District 171,04127,Entiat School District,Paul Rumburg Elementary,PK,5,2650 ENTIAT WAY, ,ENTIAT,Washington,98822-0000,Robin  Kirkpatrick,rkirkpatrick@entiatschools.org,509.784.1314," Public School, Regular School",P,Elementary School,Public
-122.006948542412218,47.190378174499855,844,3330,47.190384,-122.006963,17801,Puget Sound Educational Service District 121,17216,Enumclaw School District,Enumclaw Sr High School,9,12,226 Semanski St South, ,Enumclaw,Washington,98022-2099,Aaron  Lee,aaron_lee@enumclaw.wednet.edu,360.802.7669," Public School, Regular School",P,High School,Public
