ESDCode,ESDName,LEACode,LEAName,SchoolCode,SchoolName,LowestGrade,HighestGrade,AddressLine1,AddressLine2,City,State,ZipCode,PrincipalName,Email,Phone,OrgCategoryList,AYPCode,GradeCategory
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3385,Issaquah High School,9,12,700 2ND AVE SE,,ISSAQUAH,Washington,98027-4319,Andrea Marlo McCormick,McCormickA@issaquah.wednet.edu,425.837.6000," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3386,Sunny Hills Elementary,K ,5,3200 ISSAQUAH-PINE LAKE RD SE,,SAMMAMISH,Washington,98075-7528,Timothy  Baynes,baynest@issaquah.wednet.edu,425.837.7400," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3440,Briarwood Elementary,PK,5,17020 SE 134TH ST,,RENTON,Washington,98059-7020,Steven  Thatcher,ThatcherS@issaquah.wednet.edu,425.837.5000," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3569,Echo Glen School,5,12,33010 SE 99TH ST,,SNOQUALMIE,Washington,98065-9798,LaShea   Lee,Leel@issaquah.wednet.edu,425.837.2520, Institution,I,Other
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3636,Maywood Middle School,6,8,14490 168TH AVE SE,,RENTON,Washington,98059-7951,Erin  McKee,mckeee@issaquah.wednet.edu,425.837.6903," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3637,Maple Hills Elementary,K ,5,15644 204TH AVE SE,,RENTON,Washington,98059-5018,JoEllen  Tapper,TapperJ@issaquah.wednet.edu,425.837.5100," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3673,Issaquah Valley Elementary,K ,5,555 NW HOLLY ST,,ISSAQUAH,Washington,98027-2834,Michelle  Pickard,pickardm@issaquah.wednet.edu,425.837.7200," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3746,Apollo Elementary,PK,5,15025 SE 117TH ST,,RENTON,Washington,98059-6017,Jane  Harris,harrisj@issaquah.wednet.edu,425.837.7500," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3879,Pine Lake Middle School,6,8,3095 Issaquah-Pine Lake Rd,,SAMMAMISH,Washington,98075,Michelle  Caponigro,CaponigroM@issaquah.wednet.edu,425.837.5700," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,3962,Liberty Sr High School,9,12,16655 SE 136TH ST,,RENTON,Washington,98059-6950,Sean  Martin,MartinS3@issaquah.wednet.edu,425.837.4800," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4300,Challenger Elementary,K ,5,25200 SE KLAHANIE BLVD,,ISSAQUAH,Washington,98029-5763,Jennifer  Kessler,kesslerj@issaquah.wednet.edu,425.837.7553," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4375,Cougar Ridge Elementary,K ,5,4630 167TH AVE SE,,BELLEVUE,Washington,98006-5837,Drew  Terry,terryd@issaquah.wednet.edu,425.837.7300," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4376,Discovery Elementary,PK,5,2300 228TH AVE SE,,ISSAQUAH,Washington,98075,Kathy  Keegan,keegank@issaquah.wednet.edu,425.837.4022," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4460,Beaver Lake Middle School,6,8,25025 SE 32ND ST,,ISSAQUAH,Washington,98029-7738,Stacy  Cho,ChoS@issaquah.wednet.edu,425.837.4150," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4493,Endeavour Elementary School,K ,5,26205 SE ISSAQUAH-FALL CITY RD,,ISSAQUAH,Washington,98029-9114,Megan  Funes,funesM@issaquah.wednet.edu,425.837.7352," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4495,Skyline High School,9,12,1122 228TH AVE SE,,SAMMAMISH,Washington,98075-9509,Kieth  Hennig,hennigk@issaquah.wednet.edu,425.837.7706," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4565,Cascade Ridge Elementary,K ,5,2020 TROSSACHS BLVD SE,,SAMMAMISH,Washington,98075-0000,Tia  Klienkopf,kleinkopft@issaquah.wednet.edu,425.837.5500," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,1667,Handicapped Contractual Services,PK,12,18560 1st Avenue N.E.,,Shoreline,Washington,98155-2148,Rebecca Lee Miner,rebecca.miner@shorelineschools.org,206.393.4203," Public School, Special Education School",S,PK-12
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,1771,Home Education Exchange,K ,8,2800 NE 200th,,Shoreline,Washington,98155,Ron  Jones,ron.jones@shorelineschools.org,206.393.3389," Alternative School, Public School",A,Other
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,2185,Lake Forest Park Elementary,K ,6,18500 37th Avenue N.E.,,Lake Forest Park,Washington,98155-2799,Aimee  Miner,aimee.miner@shorelineschools.org,206.393.4136," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,2612,Fircrest Residential Habilitation,K ,12,15230 15th N.E.,,Shoreline,Washington,98155-0000,Hillery  Clark,hillery.clark@shorelineschools.org,206.361.3165, Institution,I,K-12
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,2703,Ridgecrest Elementary,K ,6,16516 10th Avenue N.E.,,Shoreline,Washington,98155-5904,Elizabeth  Nunes,elizabeth.nunes@shorelineschools.org,206.393.4274," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,2990,Briarcrest Elementary,K ,6,2715 N.E. 158th Street,,Shoreline,Washington,98155-6443,Jonathan  Nessan,jonathan.nessan@shorelineschools.org,206.393.4175," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3104,Echo Lake Elementary School,K ,6,19345 Wallingford Ave. N.,,Shoreline,Washington,98133-4155,Andrew  Lohman,andrew.lohman@shorelineschools.org,206.393.4337," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3230,Brookside Elementary,K ,6,17447 37th Avenue N.E.,,Lake Forest Park,Washington,98155-5499,John  Simard,john.simard@shorelineschools.org,206.393.4142," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3231,Highland Terrace Elementary,K ,6,100 N. 160th Street,,Shoreline,Washington,98133-5698,Lara  Drew,lara.drew@shorelineschools.org,206.393.4343," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3343,Shorecrest High School,9,12,15343 25th Avenue N.E.,,Shoreline,Washington,98155-7394,Lisa  Gonzalez,lisa.gonzalez@shorelineschools.org,206.393.4289," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3387,Kellogg Middle School,7,8,16045 25th Avenue N.E.,,Shoreline,Washington,98155-6426,Heather  Hiatt,heather.hiatt@shorelineschools.org,206.393.4783," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3489,Parkwood Elementary,K ,6,1815 N. 155th Street,,Shoreline,Washington,98133-5904,Ann  Torres,ann.torres@shorelineschools.org,206.393.4152," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3527,Melvin G Syre Elementary,K ,6,19545 12th Avenue N.W.,,Shoreline,Washington,98177-2699,Michelle  Carroll,michelle.carroll@shorelineschools.org,206.393.4167," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3674,Albert Einstein Middle School,7,8,19343 3rd Avenue N.W.,,Shoreline,Washington,98177-3012,Nyla  Fritz,nyla.fritz@shorelineschools.org,206.393.4740," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3921,Shorewood High School,9,12,17300 Fremont Avenue N.,,Shoreline,Washington,98133-5299,Bill  Dunbar,bill.dunbar@shorelineschools.org,206.393.4374," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,3958,Meridian Park Elementary School,K ,6,17077 Meridian Avenue N.,,Shoreline,Washington,98133-5598,David  Tadlock,david.tadlock@shorelineschools.org,206.393.4123," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1649,Contractual Schools,PK,12,P.O. Box 97039,,Redmond,Washington,98073-9739,Shannon  Hitch,shhitch@lwsd.org,425.936.1301," Alternative School, Contract School",A,PK-12
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1658,Discovery School,K ,5,12801 84th NE,,Kirkland,Washington,98034-2600,Lori  Pierce,lpierce@lwsd.org,425.936.2704," Alternative School, Public School",A,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1687,Explorer Community School,1,5,7040 208th NE,,Redmond,Washington,98052-4716,Barbara  Pridgeon,bapridgeon@lwsd.org,425.936.2533," Alternative School, Public School",A,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1688,Emerson K-12,K ,12,10903 NE 53rd Street,,Kirkland,Washington,98033-7508,Nell  Ballard-Jones,nballard-jones@lwsd.org,425.936.2311," Alternative School, Public School",A,K-12
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1706,International Community School,6,12,11133 NE 65th ST,,Kirkland,Washington,98033-7116,Margaret  Kinney Krepel,mkinneykrepel@lwsd.org,425.936.2380," Alternative School, Public School",A,Other
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1800,Environmental & Adventure School,6,8,8040 NE 132nd,,Kirkland,Washington,98034-2522,Victor   Scarpelli,vscarpelli@lwsd.org,425.936.2355," Alternative School, Public School",A,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1804,Futures School,9,12,10601 NE 132nd,,Kirkland,Washington,98034-2872,Kelly  Clapp,kclapp@lwsd.org,425.936.1600," Alternative School, Public School",A,High School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,2289,Redmond Elementary,K ,5,16800 NE 80th,,Redmond,Washington,98052-3942,Kirsten  Gometz,kgometz@lwsd.org,425.936.2660," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,2308,Kirkland Middle School,6,8,430 18th AVE,,Kirkland,Washington,98033-4935,Deborah  McCarson,dmccarson@lwsd.org,425.936.2420," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,2739,Lake Washington High,9,12,12033 NE 80TH,,Kirkland,Washington,98033-8117,Christina  Thomas,cthomas@lwsd.org,425.936.1700," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,2796,Juanita Elementary,PK,5,9635 NE 132nd,,Kirkland,Washington,98034-5910,Dana  Stairs,dstairs@lwsd.org,425.936.2570," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,2992,Rose Hill Elementary,K ,5,8044 128th AVE NE,,Kirkland,Washington,98033-8023,Jennifer  Hodges,jhodges@lwsd.org,425.936.2680," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3041,Lakeview Elementary,K ,5,10400 NE 68TH,,Kirkland,Washington,98033-7041,Heather  Frazier,hfrazier@lwsd.org,425.936.2600," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3232,Redmond Middle School,6,8,10055 166th AVE NE,,Redmond,Washington,98052-3010,Jonathan  Young,joyoung@lwsd.org,425.936.2440," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3441,Twain Elementary,K ,5,9525 130th Ave NE,,Kirkland,Washington,98033-5266,Craig  Mott,cmott@lwsd.org,425.936.2730," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3490,Thoreau Elementary,K ,5,8224 NE 138th,,Kirkland,Washington,98034-5105,Keriann  Levinson,klevinson@lwsd.org,425.936.2720," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3528,Redmond High,9,12,17272 NE 104th,,Redmond,Washington,98052-2813,Jill  Vanderveer,jvanderveer@lwsd.org,425.936.1800," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3529,Mann Elementary,K ,5,17001 NE 104th,,Redmond,Washington,98052-3101,Megan  Spaulding,mspaulding@lwsd.org,425.936.2610," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3548,Audubon Elementary,K ,5,3045 180th NE,,Redmond,Washington,98052-5810,Kimo  Spray,jspray@lwsd.org,425.936.2500," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3549,Ready Start Preschool,PK,PK,15130 NE 95th ST,,Redmond,Washington,98052-2516,Susan  Dineen,sdineen@lwsd.org,425.702.3461," Public School, Regular School",P,PK Only
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3590,Finn Hill Middle School,6,8,8040 NE 132nd ST,,Kirkland,Washington,98034-2522,Victor  Scarpelli,vscarpelli@lwsd.org,425.936.2340," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3591,Franklin Elementary,K ,5,12434 NE 60th,,Kirkland,Washington,98033-8722,Keith  Buechler,kbuechler@lwsd.org,425.936.2550," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3592,Bell Elementary,PK,5,11212 NE 112TH,,Kirkland,Washington,98033-4520,  ,,," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3675,Frost Elementary,K ,5,11801 NE 140th,,Kirkland,Washington,98034-2113,Toby  Brenner,tbrenner@lwsd.org,425.936.2560," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3703,Rush Elementary,K ,5,6101 152nd Ave NE,,Redmond,Washington,98052-4766,Lucy  Davies,ldavies@lwsd.org,425.936.2690," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3704,Keller Elementary,K ,5,13820 - 108th NE,,Kirkland,Washington,98034-2016,Sandra  Dennehy,sdennehy@lwsd.org,425.936.2580," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3706,Rose Hill Middle School,6,8,13505 NE 75th,,Redmond,Washington,98052-4032,Erin  Bowser,ebowser@lwsd.org,425.936.2460," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3747,Sandburg Elementary,PK,5,12801 - 84th Ave NE,,Kirkland,Washington,98034-2600,Lori  Pierce,lpierce@lwsd.org,425.936.2700," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3748,Muir Elementary,PK,5,14012 132nd AVE NE,,Kirkland,Washington,98034-1511,Ashley Marie Boughton,aboughton@lwsd.org,425.936.2640," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3771,Juanita High,9,12,10601 NE 132ND,,Kirkland,Washington,98034-2872,Kelly  Clapp,kclapp@lwsd.org,425.936.1600," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3855,Emerson High School,9,12,10903 NE 53rd ST,,Kirkland,Washington,98033-7508,Nell  Ballard-Jones,nballard-jones@lwsd.org,425.936.2300," Alternative School, Public School",A,High School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3856,Community School,1,5,11133 NE 65th,,Kirkland,Washington,98033-7116,Margaret  Kinney Krepel,mkinneykrepel@lwsd.org,425.936.2395," Alternative School, Public School",A,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3922,Kamiakin Middle School,6,8,14111 132ND AVE NE,,Kirkland,Washington,98034-1510,Joseph  Joss,jjoss@lwsd.org,425.823.6750," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,3941,Kirk Elementary,K ,5,1312 6th Street,,Kirkland,Washington,98033-5638,Monica  Garcia,mogarcia@lwsd.org,425.936.2590," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4018,Dickinson Elementary,PK,5,7040 - 208th NE,,Redmond,Washington,98053-4716,Barbara  Pridgeon,bapridgeon@lwsd.org,425.936.2530," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4096,Mead Elementary,K ,5,1725 216th AVE NE,,Sammamish,Washington,98074-4222,Sandy  Klein,sklein@lwsd.org,425.936.2630," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4147,Rockwell Elementary,K ,5,11125 - 162nd AVE NE,,Redmond,Washington,98052-2676,Michael  Clark,miclark@lwsd.org,425.936.2670," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4148,Evergreen Middle School,6,8,6900 208th AVE NE,,Redmond,Washington,98053-4715,Kristian  Dahl,kdahl@lwsd.org,425.936.2320," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4167,Northstar Middle School,6,8,10903 NE 53rd St,,Kirkland,Washington,98033,Nell  Ballard-Jones,nballard-jones@lwsd.org,425.936.1760," Alternative School, Public School",A,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4256,Alcott Elementary,K ,5,4213 - 228th AVE NE,,Redmond,Washington,98053-8333,Jon  Hedin,jhedin@lwsd.org,425.936.2490," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4302,Smith Elementary,K ,5,23305 NE 14th St,,Sammamish,Washington,98074-4441,Jamie  Warner,jwarner@lwsd.org,425.936.2710," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4336,Wilder Elementary,PK,5,22130 NE 133rd,,Woodinville,Washington,98077-7270,Steve  Roetcisoender,sroetcisoender@lwsd.org,425.936.2740," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4354,Mcauliffe Elementary,K ,5,23823 NE 22nd,,Sammamish,Washington,98074-3517,Brady  Howden,bhowden@lwsd.org,425.936.2620," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4386,Inglewood Middle School,6,8,24120 NE 8th ST,,Sammamish,Washington,98074-3607,Tim  Patterson,tpatterson@lwsd.org,425.936.2360," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4424,Einstein Elementary,K ,5,18025 NE 116th,,Redmond,Washington,98052-2816,Robin  Imai,rimai@lwsd.org,425.936.2540," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4439,Eastlake High School,9,12,400 228th NE,,Sammamish,Washington,98074-7209,Chris  Bede,cbede@lwsd.org,425.936.1500," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4532,Blackwell Elementary,K ,5,3225 - 205th PL NE,,Sammamish,Washington,98074-4374,Jim  Eaton,jeaton@lwsd.org,425.936.2520," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,1807,Regional Justice Center,9,12,12033 SE 256th ST Suite A300,,Kent,Washington,98030-6503,Wade  Barringer,Wade.Barringer@kent.k12.wa.us,253.373.7675," Alternative School, Public School",A,High School
17801,Puget Sound Educational Service District 121,17415,Kent School District,2565,Meridian Elementary School,PK,6,25621 140th Ave SE,,Kent,Washington,98042-3601,Stephanie  Barringer,Stephanie.Barringer@kent.k12.wa.us,253.373.7664," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,2797,Kent-Meridian High School,9,12,10020 SE 256th ST,,Kent,Washington,98030-6408,David  Radford,David.Radford@kent.k12.wa.us,253.373.7405," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17415,Kent School District,2851,East Hill Elementary School,PK,6,9825 S 240th ST,,Kent,Washington,98031-4842,Paul Edward Tytler,Paul.Tytler@kent.k12.wa.us,253.373.7455," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3014,Kent Mountain View Academy,K ,12,11000 SE 264TH ST,,Kent,Washington,98030-7717,Stephanie  Knipp,Stephanie.Knipp@kent.k12.wa.us,253.373.7488," Alternative School, Public School",A,K-12
17801,Puget Sound Educational Service District 121,17415,Kent School District,3233,Meridian Middle School,7,8,23480 120th Ave SE,,Kent,Washington,98031-3612,Darice  Johnson,Darice.Johnson@kent.k12.wa.us,253.373.7383," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3388,Covington Elementary School,PK,6,25811 156TH Ave SE,,Covington,Washington,98042-4202,Sarita  Williams,Sarita.Williams@kent.k12.wa.us,253.373.7652," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3389,Scenic Hill Elementary School,PK,6,26025 Woodland Way S,,Kent,Washington,98030-6363,Harjeet  Sandhu Fuller,Harjeet.Sandhu-Fuller@kent.k12.wa.us,253.373.7479," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3491,Park Orchard Elementary School,PK,6,11010 SE 232nd ST,,Kent,Washington,98031-3457,Patrick M O'Connor,Patrick.O'Connor@kent.k12.wa.us,253.373.7473," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3550,Lake Youngs Elementary School,PK,6,19660 142nd Ave SE,,Kent,Washington,98042-3006,Brian  Hutchison,Brian.Hutchison@kent.k12.wa.us,253.373.7646," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3593,Pine Tree Elementary School,PK,6,27825 118th Ave SE,,Kent,Washington,98030-8778,Dana  Stiner,Dana.Stiner@kent.k12.wa.us,253.373.7687," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3640,Kentridge High School,9,12,12430 SE 208th ST,,Kent,Washington,98031-2231,Mike  Albrecht,mike.albrecht@kent.k12.wa.us,(253) 373-7345," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3676,Cedar Valley Elementary School,PK,6,26500 Timberlane Way SE,,Covington,Washington,98042-8404,Patricia  Stallard,Patricia.Stallard@kent.k12.wa.us,253.373.7649," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3677,Springbrook Elementary School,PK,6,20035 100th Ave SE,,Kent,Washington,98031-4309,Arneidra N Austin,arneidra.austin@kent.k12.wa.us,253.373.7485," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3678,Fairwood Elementary School,PK,6,16600 148th Ave SE,,Renton,Washington,98058-8267,Patricia  Hoyle,patricia.hoyle@kent.k12.wa.us,(253) 373-7491," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3707,Soos Creek Elementary School,PK,6,12651 SE 218th Place,,Kent,Washington,98031-9629,Brian  Gauthier,Brian.Gauthier@kent.k12.wa.us,253.373.7690," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3708,Grass Lake Elementary School,K ,6,28700 191st Place SE,,Kent,Washington,98042-5409,Daniel  Irvine,Daniel.Irvine@kent.k12.wa.us,253.373.7661," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,3764,Meeker Middle School,7,8,12600 SE 192nd St,,Renton,Washington,98058-7610,Shannon  Nash,Shannon.Nash@kent.k12.wa.us,253.373.7284," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4126,Crestwood Elementary School,PK,6,25225 180th Ave SE,,Covington,Washington,98042-4815,Ryan  Preis,Ryan.Preis@kent.k12.wa.us,253.373.7634," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4127,Mattson Middle School,7,8,16400 SE 251st ST,,Covington,Washington,98042-5217,James  Schiechl,Jim.Schiechl@kent.k12.wa.us,253.373.7670," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4128,Kentwood High School,9,12,25800 164th Ave SE,,Covington,Washington,98042-8248,Samantha  Ketover,Samantha.Ketover@kent.k12.wa.us,253.373.7680," Public School, Regular School",P,High School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4293,Ridgewood Elementary School,PK,6,18030 162nd PL SE,,Renton,Washington,98058-9180,Cynthia  Green,Cynthia.Green@kent.k12.wa.us,253.373.7482," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4294,Martin Sortun Elementary School,PK,6,12711 SE 248th St,,Kent,Washington,98030-5002,Gregory  Kroll,gregory.kroll@kent.k12.wa.us,(253) 373-7314," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4301,Jenkins Creek Elementary School,PK,6,26915 186th Ave SE,,Covington,Washington,98042-8495,Michael  Jackson,Michael.Jackson@kent.k12.wa.us,253.373.7331," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4345,Horizon Elementary School,PK,6,27641 144th Ave SE,,Kent,Washington,98042-9054,Miles  Erdly,Miles.Erdly@kent.k12.wa.us,253.373.7313," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4353,Carriage Crest Elementary School,PK,6,18235 140th Ave SE,,Renton,Washington,98058-6816,Shawn  Cook,Shawn.Cook@kent.k12.wa.us,253.373.7597," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4356,Neely O Brien Elementary School,K ,6,6300 S 236th ST,,Kent,Washington,98032-2690,Mike  Moore,michael.moore2@kent.k12.wa.us,253.373.7434," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4413,George T. Daniel Elementary School,PK,6,11310 SE 248th ST,,Kent,Washington,98030-4922,Lisa  Couch,Lisa.Couch@kent.k12.wa.us,253.373.7615," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4420,Sunrise Elementary School,PK,6,22300 132nd Ave SE,,Kent,Washington,98042-3162,Katharine  Geiss,Katharine.Geiss@kent.k12.wa.us,253.373.7630," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4440,Cedar Heights Middle School,7,8,19640 SE 272nd Street,,Covington,Washington,98042-8553,Erika Wyn Hanson,Erika.Hanson@kent.k12.wa.us,253.373.7620," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4465,Meadow Ridge Elementary School,PK,6,27710 108th Ave SE,,Kent,Washington,98030-8767,Douglas Frank Neufeld,Douglas.Neufeld@kent.k12.wa.us,253.373.7870," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4466,Sawyer Woods Elementary School,PK,6,31135 228th Ave SE,,Black Diamond,Washington,98010-1708,Tim  Helgeson,tim.helgeson@kent.k12.wa.us,(253) 373-7750," Public School, Regular School",P,Elementary School
