X,Y,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID
-117.0428977,46.41047222,51094,5.30132E+11,CHARLES FRANCIS ADAMS HIGH SCHOOL,401 CHESTNUT ST,CLARKSTON,WA,99403,2673,(509) 758-5591,1,1,807,ASOTIN,53003,USA,46.41047222,-117.0428977,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530132000234,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,http://clarkston.schoolwires.net/chs/site/default.asp,3,767,8,12,5301320,40,10790897
-122.1203154,48.19552862,51095,5.30024E+11,PRESIDENTS ELEMENTARY,505 EAST THIRD,ARLINGTON,WA,98223,NOT AVAILABLE,(360) 618-6240,1,1,573,SNOHOMISH,53061,USA,48.19552862,-122.1203154,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530024001815,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,www.asd.wednet.edu/presidents,1,542,PK,5,5300240,31,10795591
-119.9149244,46.25512128,51156,5.30315E+11,COMPASS HIGH SCHOOL,913 W 2ND ST,GRANDVIEW,WA,98930,NOT AVAILABLE,(509) 882-8540,4,1,122,YAKIMA,53077,USA,46.25512128,-119.9149244,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530315002497,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-12-28T00:00:00.000Z,www.gsd200.org,3,116,9,12,5303150,6,10788782
-120.010756,46.31873189,51374,5.30867E+11,WASHINGTON ELEMENTARY,800 E. JACKSON AVENUE,SUNNYSIDE,WA,98944,2197,(509) 837-3641,1,1,731,YAKIMA,53077,USA,46.31873189,-120.010756,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530867001452,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-03T00:00:00.000Z,NOT AVAILABLE,1,693,PK,5,5308670,38,NOT AVAILABLE
-122.4471215,47.24166708,51395,5.3087E+11,MCCARVER,2111 S J ST,TACOMA,WA,98405,NOT AVAILABLE,(253) 571-4900,1,1,413,PIERCE,53053,USA,47.24166708,-122.4471215,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530870001484,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,1,386,PK,5,5308700,27,NOT AVAILABLE
-122.1670731,47.70506246,51411,5.30031E+11,LAKE WASHINGTON TECHNICAL ACADEMY,11605 132ND AVE NE,KIRKLAND,WA,98034,8506,(425) 739-8100,1,1,300,KING,53033,USA,47.70506246,-122.1670731,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530031303265,2011-09-30T00:00:00.000Z,IMAGERY/OTHER,2019-02-25T00:00:00.000Z,NOT AVAILABLE,3,300,11,12,5300313,-1,NOT AVAILABLE
-122.1719646,47.56749963,51415,5.30039E+11,NEWPORT SENIOR HIGH SCHOOL,4333 FACTORIA BOULEVARD SE,BELLEVUE,WA,98006,1999,(425) 456-7400,1,1,1881,KING,53033,USA,47.56749963,-122.1719646,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530039000078,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2011-11-08T00:00:00.000Z,NOT AVAILABLE,3,1797,9,12,5300390,84,10820873
-117.5185182,47.68664069,51416,5.30327E+11,GREAT NORTHERN ELEMENTARY,3115 N SPOTTED RD,SPOKANE,WA,99224,NOT AVAILABLE,(509) 747-7714,1,1,46,SPOKANE,53063,USA,47.68664069,-117.5185182,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530327000508,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2016-10-27T00:00:00.000Z,NOT AVAILABLE,1,44,KG,6,5303270,2,10801795
-119.0346338,46.15492141,51442,5.30291E+11,FINLEY MIDDLE SCHOOL,37208 S FINLEY RD,KENNEWICK,WA,99337,7574,(509) 586-7561,1,1,225,BENTON,53005,USA,46.15492141,-119.0346338,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530291002100,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,https://finleysd.org,2,212,6,8,5302910,13,NOT AVAILABLE
-117.4257347,47.65107723,51675,5.30825E+11,SHRINE HOSPITAL,911 W 5TH AVE,SPOKANE,WA,99204,1571,(509) 354-5900,2,1,0,SPOKANE,53063,USA,47.65107723,-117.4257347,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530825003417,2015-05-08T00:00:00.000Z,IMAGERY/OTHER,2015-05-22T00:00:00.000Z,NOT AVAILABLE,4,0,PK,12,5308250,-1,NOT AVAILABLE
-122.6149804,47.63311182,51734,5.30108E+11,ESQUIRE HILLS ELEMENTARY,2650 NE JOHN CARLSON RD,BREMERTON,WA,98311,3928,(360) 662-8600,1,1,404,KITSAP,53035,USA,47.63311182,-122.6149804,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530108000182,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2016-10-27T00:00:00.000Z,NOT AVAILABLE,1,378,PK,6,5301080,26,10812301
-123.3775754,46.20033157,51938,5.30933E+11,WAHKIAKUM HIGH SCHOOL,500 SOUTH 3RD STREET,CATHLAMET,WA,98612,398,(360) 795-3271,1,1,143,WAHKIAKUM,53069,USA,46.20033157,-123.3775754,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530933001594,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-03T00:00:00.000Z,NOT AVAILABLE,3,135,9,12,5309330,8,NOT AVAILABLE
-122.4529213,48.76848383,51999,5.30042E+11,VISIONS (SEAMAR YOUTH CENTER),1603 E ILLINOIS ST,BELLINGHAM,WA,98226,3644,(360) 676-2787,4,1,27,WHATCOM,53073,USA,48.76848383,-122.4529213,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530042002774,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,4,27,6,12,5300420,-1,NOT AVAILABLE
-122.3729608,48.24507334,52052,5.30834E+11,STANWOOD ELEMENTARY SCHOOL,10227 273RD PL NW,STANWOOD,WA,98292,NOT AVAILABLE,(360) 629-1250,1,1,436,SNOHOMISH,53061,USA,48.24507334,-122.3729608,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530834001425,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-13T00:00:00.000Z,NOT AVAILABLE,1,414,PK,5,5308340,22,NOT AVAILABLE
-117.4241603,47.72274289,52123,5.30825E+11,LINWOOD ELEMENTARY,906 W WEILE AVE,SPOKANE,WA,99208,6278,(509) 354-3400,1,1,514,SPOKANE,53063,USA,47.72274289,-117.4241603,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530825001392,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2016-10-27T00:00:00.000Z,NOT AVAILABLE,1,484,PK,6,5308250,30,NOT AVAILABLE
-122.9079182,46.15968846,52164,5.3E+11,BARNES ELEMENTARY,401 BARNES,KELSO,WA,98626,NOT AVAILABLE,(360) 501-1500,1,1,387,COWLITZ,53015,USA,46.15968846,-122.9079182,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530000300587,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-03T00:00:00.000Z,www.kelso.wednet.edu/barnes,1,367,KG,5,5300003,20,NOT AVAILABLE
-122.9446659,46.13071378,49679,5.30447E+11,KESSLER ELEMENTARY SCHOOL,1902 E KESSLER BLVD.,LONGVIEW,WA,98632,1844,(360) 575-7580,1,1,347,COWLITZ,53015,USA,46.13071378,-122.9446659,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530447000702,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-03T00:00:00.000Z,NOT AVAILABLE,1,322,KG,5,5304470,25,NOT AVAILABLE
-119.2584422,47.12397138,49680,5.30522E+11,LAKEVIEW TERRACE ELEMENTARY,780 S. CLOVER DRIVE,MOSES LAKE,WA,98837,NOT AVAILABLE,(509) 766-2653,1,1,445,GRANT,53025,USA,47.12397138,-119.2584422,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530522000789,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,NOT AVAILABLE,1,422,KG,5,5305220,23,NOT AVAILABLE
-122.6200944,47.38405704,49681,5.30669E+11,PURDY ELEMENTARY SCHOOL,13815 62ND AVE NW,GIG HARBOR,WA,98332,8699,(253) 530-4600,1,1,658,PIERCE,53053,USA,47.38405704,-122.6200944,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530669000986,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,1,622,PK,5,5306690,36,NOT AVAILABLE
-122.6693763,47.56494131,49720,5.30066E+11,WEST SOUND TECHNICAL SKILLS CENTER,101 NATIONAL AVENUE,BREMERTON,WA,98312,3597,(360) 473-0550,3,1,12,KITSAP,53035,USA,47.56494131,-122.6693763,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530066002081,2010-01-29T00:00:00.000Z,IMAGERY,2010-05-28T00:00:00.000Z,NOT AVAILABLE,3,0,11,12,5300660,12,NOT AVAILABLE
-122.1096579,46.75416708,50186,5.30237E+11,COLUMBIA CREST A-STEM ACADEMY,24503 STATE ROUTE 706 E,ASHFORD,WA,98304,9703,(360) 569-2567,1,1,207,PIERCE,53053,USA,46.75416708,-122.1096579,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530237000325,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,1,195,KG,8,5302370,12,10796846
-117.7166687,48.28136775,50187,5.30126E+11,HOME LINK ALTERNATIVE,W 106 LINCOLN,CHEWELAH,WA,99109,NOT AVAILABLE,(509) 685-6800,4,1,56,STEVENS,53065,USA,48.28136775,-117.7166687,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530126002687,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-12-28T00:00:00.000Z,NOT AVAILABLE,4,54,KG,12,5301260,2,11524658
-122.689414,46.88563442,50188,5.30711E+11,RAINIER SENIOR HIGH SCHOOL,308 2ND ST W,RAINIER,WA,98576,98,(360) 446-2205,1,1,302,THURSTON,53067,USA,46.88563442,-122.689414,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530711001058,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,http://www.rainier.wednet.edu,3,286,9,12,5307110,16,10778646
-122.8488437,46.85719338,50189,5.30882E+11,PARKSIDE ELEMENTARY,301 CENTRAL AVENUE,TENINO,WA,98589,4024,(360) 264-3800,1,1,305,THURSTON,53067,USA,46.85719338,-122.8488437,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530882001524,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,1,288,PK,3,5308820,17,10780174
-122.460327,48.00737946,50331,5.30819E+11,SOUTH WHIDBEY ACADEMY,5476 MAXWELTON ROAD,LANGLEY,WA,98260,NOT AVAILABLE,(360) 321-6808,4,1,105,ISLAND,53029,USA,48.00737946,-122.460327,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530819002050,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2017-10-31T00:00:00.000Z,www.sw.wednet.edu,4,100,KG,12,5308190,5,NOT AVAILABLE
-117.1531835,47.67065086,50379,5.30111E+11,MICA PEAK HIGH SCHOOL,13313 E BROADWAY,SPOKANE VALLEY,WA,99216,NOT AVAILABLE,(509) 228-4050,4,1,95,SPOKANE,53063,USA,47.67065086,-117.1531835,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530111000202,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2017-10-31T00:00:00.000Z,NOT AVAILABLE,3,80,9,12,5301110,15,NOT AVAILABLE
-122.6489602,45.69536176,50384,5.30927E+11,SARAH J ANDERSON ELEMENTARY,2215 NE 104TH ST,VANCOUVER,WA,98686,5641,(360) 313-1500,1,1,808,CLARK,53011,USA,45.69536176,-122.6489602,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530927001583,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2016-10-27T00:00:00.000Z,http://anderson.vansd.org/,1,762,KG,5,5309270,46,NOT AVAILABLE
-122.4557126,47.17432943,50391,5.3087E+11,HELEN B. STAFFORD ELEMENTARY,1615 SOUTH 92ND ST,TACOMA,WA,98444,NOT AVAILABLE,(253) 571-4300,1,1,548,PIERCE,53053,USA,47.17432943,-122.4557126,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530870003064,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,1,518,PK,5,5308700,30,NOT AVAILABLE
-122.2429996,47.91173529,50398,5.30543E+11,CHALLENGER ELEMENTARY,9600 HOLLY DRIVE,EVRETT,WA,98204,2678,(425) 366-2500,1,1,869,SNOHOMISH,53061,USA,47.91173529,-122.2429996,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530543002128,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,1,826,PK,5,5305430,43,NOT AVAILABLE
-122.2290178,47.95211167,50440,5.30267E+11,SPECIAL SERVICES,3900 BROADWAY,EVERETT,WA,98201,NOT AVAILABLE,(425) 385-5250,2,1,153,SNOHOMISH,53061,USA,47.95211167,-122.2290178,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530267002818,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,4,153,PK,12,5302670,-1,NOT AVAILABLE
-122.0373492,47.64807747,50539,5.30423E+11,TESLA STEM HIGH SCHOOL,4301 228TH AVE NE,REDMOND,WA,98053,8333,(425) 936-2770,4,1,586,KING,53033,USA,47.64807747,-122.0373492,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530423003432,2015-05-08T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,http://www.lwsd.org/school/stem/Pages/default.aspx,3,561,9,12,5304230,25,NOT AVAILABLE
-122.3465966,47.61545508,50546,5.30771E+11,PRIVATE SCHOOL SERVICES,2445 3RD AV,SEATTLE,WA,98124,1165,(206) 252-0805,2,1,96,KING,53033,USA,47.61545508,-122.3465966,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530771003046,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,4,96,PK,12,5307710,-1,NOT AVAILABLE
-123.441,48.10082444,50551,5.30682E+11,PORT ANGELES HIGH SCHOOL,304 E PARK AVE,PORT ANGELES,WA,98362,6934,(360) 452-7602,1,1,1224,CLALLAM,53009,USA,48.10082444,-123.441,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530682001002,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,3,1166,9,12,5306820,58,NOT AVAILABLE
-122.1987842,47.71519065,50552,5.30423E+11,JUANITA HIGH,10601 NE 132ND,KIRKLAND,WA,98034,2872,(425) 936-1600,1,1,1533,KING,53033,USA,47.71519065,-122.1987842,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530423000670,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,http://schools.lwsd.org/JHS,3,1459,9,12,5304230,74,NOT AVAILABLE
-119.9157392,47.41641376,50681,5.30651E+11,PALISADES ELEMENTARY SCHOOL,1114 PALISADES RD,PALISADES,WA,98845,9606,(509) 884-8071,1,1,35,DOUGLAS,53017,USA,47.41641376,-119.9157392,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530651000959,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-12-20T00:00:00.000Z,NOT AVAILABLE,1,32,KG,5,5306510,3,10789909
-117.0708308,46.91258999,50692,5.30654E+11,PALOUSE AT GARFIELD MIDDLE SCHOOL,600 E ALDER STREET,PALOUSE,WA,99161,8780,(509) 635-1331,1,1,37,WHITMAN,53075,USA,46.91258999,-117.0708308,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530654003134,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2019-01-31T00:00:00.000Z,NOT AVAILABLE,2,37,6,8,5306540,-1,NOT AVAILABLE
-119.1975219,46.25759346,50762,5.30657E+11,CHIAWANA HIGH SCHOOL,8125 W ARGENT RD,PASCO,WA,99301,NOT AVAILABLE,(509) 543-6786,1,1,2665,FRANKLIN,53021,USA,46.25759346,-119.1975219,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530657003292,2011-09-30T00:00:00.000Z,IMAGERY,2011-11-08T00:00:00.000Z,NOT AVAILABLE,3,2543,7,12,5306570,122,NOT AVAILABLE
-124.1583954,47.01919767,50863,5.3057E+11,NORTH BEACH JUNIOR HIGH SCHOOL,336 STATE ROUTE 109,OCEAN SHORES,WA,98569,NOT AVAILABLE,(360) 289-2666,1,1,91,GRAYS HARBOR,53027,USA,47.01919767,-124.1583954,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530570002039,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,2,85,7,8,5305700,6,NOT AVAILABLE
-122.1570056,47.85720636,48381,5.30267E+11,FOREST VIEW ELEMENTARY SCHOOL,5601 156TH ST. SE,EVERETT,WA,98208,NOT AVAILABLE,(425) 385-7900,1,1,712,SNOHOMISH,53061,USA,47.85720636,-122.1570056,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530267003195,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-13T00:00:00.000Z,NOT AVAILABLE,1,680,PK,6,5302670,32,NOT AVAILABLE
-119.5852801,48.36495886,48485,5.30615E+11,OKANOGAN HIGH SCHOOL,244 SOUTH 5TH STREET,OKANOGAN,WA,98840,592,(509) 422-3770,1,1,291,OKANOGAN,53047,USA,48.36495886,-119.5852801,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530615000920,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,3,276,9,12,5306150,15,10780785
-122.3785877,47.0581692,48486,5.30048E+11,BETHEL MIDDLE SCHOOL,22201 38TH AVENUE EAST,SPANAWAY,WA,98387,6827,(253) 683-7200,1,1,666,PIERCE,53053,USA,47.0581692,-122.3785877,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530048000120,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-12-28T00:00:00.000Z,http://bjh.bethelsd.org,2,635,6,8,5300480,31,10796771
-122.2120735,47.97077719,48487,5.30267E+11,SEQUOIA HIGH SCHOOL,3516 RUCKER AVE,EVERETT,WA,98201,4629,(425) 385-5100,4,1,233,SNOHOMISH,53061,USA,47.97077719,-122.2120735,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530267001765,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,3,214,9,12,5302670,19,10792421
-118.1526962,46.26746631,48488,5.30939E+11,WAITSBURG HIGH SCHOOL,420 COPPEI AVE,WAITSBURG,WA,99361,217,(509) 337-6351,1,1,109,WALLA WALLA,53071,USA,46.26746631,-118.1526962,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530939001597,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,www.waitsburgsd.org,3,100,9,12,5309390,9,10774894
-117.3140538,47.72767845,48497,5.30633E+11,ORCHARD PRAIRIE ELEMENTARY,7626 N. ORCHARD PRAIRIE RD.,SPOKANE,WA,99217,9766,(509) 467-9517,1,1,94,SPOKANE,53063,USA,47.72767845,-117.3140538,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530633000947,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-07-12T00:00:00.000Z,NOT AVAILABLE,1,87,KG,7,5306330,7,10801785
-122.4645145,47.25631592,48685,5.3087E+11,JASON LEE,602 N SPRAGUE AVE,TACOMA,WA,98403,NOT AVAILABLE,(253) 571-7700,1,1,625,PIERCE,53053,USA,47.25631592,-122.4645145,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530870001473,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-12-21T00:00:00.000Z,NOT AVAILABLE,2,591,6,8,5308700,34,10794546
-120.6345222,46.58650357,48724,5.30972E+11,COTTONWOOD ELEMENTARY SCHOOL,1041 S 96TH AVE,YAKIMA,WA,98908,9746,(509) 965-2052,1,1,455,YAKIMA,53077,USA,46.58650357,-120.6345222,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530972001238,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-12-22T00:00:00.000Z,http://www.wvsd208.org/cw/sitehome/,1,431,KG,4,5309720,24,10790062
-122.2564843,47.39140447,48756,5.30396E+11,NEELY O BRIEN ELEMENTARY SCHOOL,6300 S 236TH ST,KENT,WA,98032,2690,(253) 373-7434,1,1,792,KING,53033,USA,47.39140447,-122.2564843,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530396002309,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,1,751,KG,6,5303960,41,NOT AVAILABLE
-122.3629134,47.76970334,48785,5.30792E+11,ALBERT EINSTEIN MIDDLE SCHOOL,19343 3RD AVENUE N.W.,SHORELINE,WA,98177,3012,(206) 393-4730,1,1,720,KING,53033,USA,47.76970334,-122.3629134,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530792001297,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,2,687,7,8,5307920,33,NOT AVAILABLE
-122.22384,48.82548105,48810,5.30531E+11,EDUCATIONAL RESOURCE CENTER,4888 DEMING RD,DEMING,WA,98244,95,(360) 383-2012,2,1,37,WHATCOM,53073,USA,48.82548105,-122.22384,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530531003025,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,1,35,PK,PK,5305310,2,NOT AVAILABLE
-122.2458203,47.76791368,48869,5.30591E+11,KENMORE ELEMENTARY,19121 71 AV NE,KENMORE,WA,98028,2618,(425) 408-4800,1,1,580,KING,53033,USA,47.76791368,-122.2458203,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530591000885,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,www.nsd.org/kenmoreel,1,548,PK,6,5305910,32,NOT AVAILABLE
