LEACode,LEAName,SchoolCode,SchoolName,LowestGrade,HighestGrade,PrincipalName,Email,Phone,OrgCategoryList,GradeCategory,City
17414,Lake Washington School District,3771,Juanita High,9,12,Kelly  Clapp,kclapp@lwsd.org,425.936.1600," Public School, Regular School",High School,Kirkland
17414,Lake Washington School District,3855,Emerson High School,9,12,Nell  Ballard-Jones,nballard-jones@lwsd.org,425.936.2300," Alternative School, Public School",High School,Kirkland
17414,Lake Washington School District,4439,Eastlake High School,9,12,Chris  Bede,cbede@lwsd.org,425.936.1500," Public School, Regular School",High School,Sammamish
17415,Kent School District,1807,Regional Justice Center,9,12,Wade  Barringer,Wade.Barringer@kent.k12.wa.us,253.373.7675," Alternative School, Public School",High School,Kent
17415,Kent School District,2797,Kent-Meridian High School,9,12,David  Radford,David.Radford@kent.k12.wa.us,253.373.7405," Public School, Regular School",High School,Kent
17415,Kent School District,3014,Kent Mountain View Academy,K ,12,Stephanie  Knipp,Stephanie.Knipp@kent.k12.wa.us,253.373.7488," Alternative School, Public School",K-12,Kent
17415,Kent School District,3640,Kentridge High School,9,12,Mike  Albrecht,mike.albrecht@kent.k12.wa.us,(253) 373-7345," Public School, Regular School",High School,Kent
17415,Kent School District,4128,Kentwood High School,9,12,Samantha  Ketover,Samantha.Ketover@kent.k12.wa.us,253.373.7680," Public School, Regular School",High School,Covington
17415,Kent School District,4492,Kentlake High School,9,12,Heidi  Maurer,Heidi.Maurer@kent.k12.wa.us,253.373.4900," Public School, Regular School",High School,Kent
17417,Northshore School District,1814,Northshore Networks,K ,12,Donna  Tyo,dtyo@nsd.org,425.408.6600," Alternative School, Public School",K-12,Bothell
17417,Northshore School District,1815,Northshore Special Services,PK,12,Julie  Trembath-Neuberger,jtrembathneuberger@nsd.org,425.408.7737," Public School, Special Education School",PK-12,Bothell
17417,Northshore School District,3106,Bothell High School,9,12,Juan  Price,jprice@nsd.org,425.408.7000," Public School, Regular School",High School,Bothell
17417,Northshore School District,3396,Woodinville Community Center,10,12,Ed  Koehl,ekoehl2@nsd.org,425.408.7735, Institution,High School,Bothell
17417,Northshore School District,3492,Inglemoor HS,9,12,Adam  Desautels,adesautels@nsd.org,425.408.7200," Public School, Regular School",High School,Kenmore
17417,Northshore School District,3811,Secondary Academy for Success,9,12,Donna  Tyo,dtyo@nsd.org,425.408.6600," Alternative School, Public School",High School,Bothell
17417,Northshore School District,4208,Woodinville HS,9,12,Kurt  Criscione,kcriscione@nsd.org,425.408.7400," Public School, Regular School",High School,Woodinville
18100,Bremerton School District,1737,Renaissance Alternative High School,9,12,Kristen  Morga,Kristen.Morga@bremertonschools.org,360.473.1082," Alternative School, Public School",High School,Bremerton
18100,Bremerton School District,3109,Bremerton High School,9,12,Monica  Zuber,monica.zuber@bremertonschools.org,360.473.0800," Public School, Regular School",High School,Bremerton
18100,Bremerton School District,3883,Morgan Center School,10,12,John  Grant,John.Grant@bremertonschools.org,360.473.1008, Institution,High School,Bremerton
18100,Bremerton School District,4038,West Sound Technical Skills Center,11,12,Shani  Watkins,Shani.Watkins@bremertonschools.org,360.473.0902," Public School, Vocational/technical school",High School,Bremerton
18303,Bainbridge Island School District,2395,Bainbridge High School,9,12,Duane  Fish,dfish@bisd303.org,206.780.1250," Public School, Regular School",High School,Bainbridge Island
18400,North Kitsap School District,1677,Special Programs,PK,12,Lori Ann Buijten,lbuijten@nkschools.org,360.396.3023," Public School, Special Education School",PK-12,Poulsbo
18400,North Kitsap School District,1733,Pal Program,K ,12,Penny  Therrion,ptherrion@nkschools.org,360.396.3570," Alternative School, Public School",K-12,Kingston
18400,North Kitsap School District,3236,North Kitsap High School,9,12,Megan Angela Sawicki,msawicki@nkschools.org,360.396.3102," Public School, Regular School",High School,Poulsbo
18401,Central Kitsap School District,2615,Central Kitsap High School,9,12,Stephen  Coons,stephenc@cksd.wednet.edu,360.662.2400," Public School, Regular School",High School,SILVERDALE
18401,Central Kitsap School District,4100,Olympic High School,9,12,Rebecca  Johnson,rebeccaj@cksd.wednet.edu,360.662.2700," Public School, Regular School",High School,BREMERTON
18402,South Kitsap School District,1718,Explorer Academy,K ,12,PAT  OSTER,oster@skschools.org,360.443.3605," Alternative School, Public School",K-12,PORT ORCHARD
18402,South Kitsap School District,2272,South Kitsap High School,9,12,Diane  Fox,foxd@skschools.org,360.874.5600," Public School, Regular School",High School,PORT ORCHARD
18801,Olympic Educational Service District 114,3481,Kitsap Co Detention Ctr,8,12,Awilda  Jesionowski,awilda.jesionowski@esd112.org,360.417.2282, Detention Center,High School,PORT ORCHARD
18402,South Kitsap School District,3899,Discovery,9,12,PAT  OSTER,oster@skschools.org,360.443.3680," Alternative School, Public School",High School,PORT ORCHARD
19028,Easton School District,3554,Easton School,K ,12,Ron  woodruff,woodruffr@easton.wednet.edu,509.656.2317," Public School, Regular School",K-12,Easton
19400,Thorp School District,2514,Thorp Elem & Jr Sr High,K ,12,SALLY  NELSON,NELSONS@THORPSCHOOLS.ORG,509.964.2107," Public School, Regular School",K-12,Thorp
19401,Ellensburg School District,2996,Ellensburg High School,9,12,Jeff  Ellersick,jeff.ellersick@esd401.org,509.925.8300," Public School, Regular School",High School,Ellensburg
19403,Kittitas School District,3213,Parke Creek Treatment Ctr,8,12,Steve  Cordero,,(509) 968-3924, Institution,High School,Ellensburg
19404,Cle Elum-Roslyn School District,2329,Cle Elum Roslyn High School,9,12,Brett  Simpson,simpsonb@cersd.org,509.649.4901," Public School, Regular School",High School,Cle Eum
20094,Wishram School District,2605,Wishram High And Elementary Schl,PK,12,michael  ROBERTS,mike.roberts@wishramschool.org,509.748.2551," Public School, Regular School",PK-12,Wishram
20203,Bickleton School District,3392,Bickleton Elementary & High Schl,K ,12,Tom  Whitmore,twhitmore@bickleton.wednet.edu,509.896.5473," Public School, Regular School",K-12,Bickleton
20402,Klickitat School District,3494,Klickitat Elem & High,K ,12,  ,,," Public School, Regular School",K-12,Klickitat
20404,Goldendale School District,2856,Goldendale High School,9,12,JOHN A WESTERMAN,JWESTERMAN@GSD404.ORG,509.773.5846," Public School, Regular School",High School,GOLDENDALE
20405,White Salmon Valley School District,2330,Columbia High School,9,12,CRAIG  MCKEE,craig.mckee@whitesalmonschools.org,509.493.1970," Public School, Regular School",High School,WHITE SALMON
20406,Lyle School District,3111,Lyle High School,9,12,Lori  Smith,lori.smith@lyleschools.org,509.365.2191," Public School, Regular School",High School,Lyle
21232,Winlock School District,1829,Winolequa Learning Academy,6,12,Boyd  Calder,bcalder@winlock.wednet.edu,360.785.3516," Alternative School, Public School",High School,WINLOCK
21232,Winlock School District,3597,Winlock Senior High,9,12,Brian   Maley,bmaley@winlock.wednet.edu,360.785.3537," Public School, Regular School",High School,WINLOCK
21237,Toledo School District,2616,Toledo High School,9,12,Martin  Huffman,mhuffman@toledo.k12.wa.us,360.864.2391," Public School, Regular School",High School,Toledo
21300,Onalaska School District,2331,Onalaska High School,9,12,Dracy  McCoy,dmccoy@onysd.wednet.edu,360.978.4111," Public School, Regular School",High School,Onalaska
21301,Pe Ell School District,2858,Pe Ell School,PK,12,Kyle  MacDonald,kmacdonald@peell.k12.wa.us,360.291.3244," Public School, Regular School",PK-12,Pe Ell
21302,Chehalis School District,2027,Green Hill Academic School,9,12,Tim  Touhey,ttouhey@chehalisschools.org,360.740.3520, Institution,High School,Chehalis
21302,Chehalis School District,2799,W F West High School,9,12,Bob  Walters,bwalters@chehalisschools.org,360.807.7235," Public School, Regular School",High School,Chehalis
21401,Centralia School District,2166,Centralia High School,9,12,Josue  Lowe,jlowe@centralia.wednet.edu,360.330.7605," Public School, Regular School",High School,Centralia
22008,Sprague School District,2186,Sprague High School,9,12,Bill  Ressel,bressel@sprague.wednet.edu,509.257.2511," Public School, Regular School",High School,Sprague
23309,Shelton School District,3241,Shelton High School,9,12,JENNIFER  DEYETTE,jdeyette@sheltonschools.org,360.426.4471," Public School, Regular School",High School,Shelton
23403,North Mason School District,1680,James A. Taylor High School,9,12,Anne  Crosby,acrosby@northmasonschools.org,360.277.2393," Alternative School, Public School",High School,Belfair
23403,North Mason School District,1861,North Mason Homelink Program,K ,12,Anne  Crosby,acrosby@northmasonschools.org,360.277.2393," Alternative School, Public School",K-12,Belfair
23403,North Mason School District,3175,North Mason Senior High School,9,12,Chad  Collins,ccollins@northmasonschools.org,360.277.2169," Public School, Regular School",High School,Belfair
24019,Omak School District,2031,Omak High School,9,12,Guin  Joyce,gjoyce@omaksd.org,509.826.7697," Public School, Regular School",High School,OMAK
24019,Omak School District,4279,Highlands High School,9,12,Guinevere  Joyce,gjoyce@omaksd.org,509.826.7697," Alternative School, Public School",High School,OMAK
24105,Okanogan School District,2246,Okanogan High School,9,12,Bob D Shacklett,bshacklett@oksd.wednet.edu,509.422.3770," Public School, Regular School",High School,Okanogan
24105,Okanogan School District,3193,Okanogan Co Juvenile Detention,8,12,Roy   Johnson,rojohnson@oksd.wednet.edu,509.422.3629, Detention Center,High School,Okanogan
24111,Brewster School District,2800,Brewster High School,9,12,Linda  Dezellem,ldezellem@brewster.wednet.edu,509.689.3449," Public School, Regular School",High School,BREWSTER
24350,Methow Valley School District,1621,Alternative School,9,12,Deborah Ann Dekalb,ddekalb@methow.org,509.996.2215," Alternative School, Public School",High School,Winthrop
24350,Methow Valley School District,1845,Home School Experience,K ,12,Tirzah  Quigley,tquigley@methow.org,509.996.2186," Alternative School, Public School",K-12,Winthrop
24404,Tonasket School District,2679,Tonasket High School,9,12,Brian  Ellis,bellis@tonasket.wednet.edu,509.486.2161," Public School, Regular School",High School,TONASKET
25155,Naselle-Grays River Valley School District,3599,Naselle Youth Camp School,7,12,Gary  Flood,gflood@naselleschools.org,360.484.3269 ext. 249, Institution,High School,NASELLE
25200,North River School District,2292,North River School,PK,12,Dave  Pickering,,(360) 532-3079," Public School, Regular School",PK-12,Cosmopolis
26056,Newport School District,2518,Newport High School,9,12,Troy  Whittle,whittletroy@newport.wednet.edu,509.447.3167 ext.3502," Public School, Regular School",High School,Newport
27001,Steilacoom Hist. School District,4131,Steilacoom High,9,12,Michael  Miller,mimiller@steilacoom.k12.wa.us,253.983.2301," Public School, Regular School",High School,STEILACOOM
27003,Puyallup School District,1640,Puyallup Online Academy/POA,K ,12,Adriana  Julian,JuliaAC@puyallup.k12.wa.us,253.841.8630," Alternative School, Public School",K-12,Puyallup
27003,Puyallup School District,2125,Puyallup High School,10,12,Dave  Sunich,SunichDM@puyallup.k12.wa.us,253.604.3709," Public School, Regular School",High School,Puyallup
27003,Puyallup School District,3645,Rogers High School,9,12,Jason  Smith,SmithJA2@puyallup.k12.wa.us,253.841.8717," Public School, Regular School",High School,Puyallup
27003,Puyallup School District,3951,PSD Special Services,PK,12,  ,,," Public School, Special Education School",PK-12,Puyallup
27003,Puyallup School District,3972,Walker High School,8,12,Alicia  Nosworthy,NosworAM@puyallup.k12.wa.us,253.841.8781," Alternative School, Public School",High School,Puyallup
27003,Puyallup School District,4540,Emerald Ridge High School,10,12,Richard  Lasso,LassoR@puyallup.k12.wa.us,253.435.6300," Public School, Regular School",High School,Puyallup
27010,Tacoma School District,1514,Alternative Spcl Needs Div Occ,9,12,John  Goebel,jgoebel@tacoma.k12.wa.us,(253) 571-1040," Public School, Special Education School",High School,TACOMA
27010,Tacoma School District,1585,Comm Based Trans Program,11,12,Betsy  Minor-Reid,bminnor@tacoma.k12.wa.us,253.571.1145," Public School, Special Education School",High School,Tacoma
27010,Tacoma School District,1816,TCC Fresh Start,9,12,Gil  Mendoza,gmendoz@tacoma.k12.wa.us,(253) 571-1126," Affiliated With District, College/University, Public School",High School,Tacoma
27010,Tacoma School District,1860,Tacoma School of the Arts,9,12,Jon  Ketler,jketler@tacoma.k12.wa.us,253.571.7900," Public School, Regular School",High School,Tacoma
27010,Tacoma School District,2084,Stadium,9,12,Kevin  Ikeda,kikeda@tacoma.k12.wa.us,253.571.3100," Public School, Regular School",High School,Tacoma
27010,Tacoma School District,2215,Lincoln,9,12,Pat  Erwin,perwin@tacoma.k12.wa.us,253.571.6700," Public School, Regular School",High School,Tacoma
27010,Tacoma School District,3246,Wilson,9,12,Bernadette  Ray,bray@tacoma.k12.wa.us,253.571.6000," Public School, Regular School",High School,Tacoma
27010,Tacoma School District,3398,Mt Tahoma,9,12,Kevin   Kannier,kkannie@tacoma.k12.wa.us,253.571.3800," Public School, Regular School",High School,Tacoma
27010,Tacoma School District,3880,Foss,9,12,Lysandra  Ness,lness@tacoma.k12.wa.us,253.571.7300," Public School, Regular School",High School,Tacoma
27010,Tacoma School District,4109,Oakland High School,9,12,John  Jones,jjones@tacoma.k12.wa.us,253.571.5102," Alternative School, Public School",High School,Tacoma
27083,University Place School District,3179,Curtis Junior High,8,9,Jayne  Hofstrand,jhofstrand@upsd83.org,253.566.5670," Public School, Regular School",High School,UNIVERSITY PLACE
27083,University Place School District,3600,Curtis Senior High,10,12,Tom  Adams,tadams@upsd83.org,253.566.5710," Public School, Regular School",High School,UNIVERSITY PLACE
27320,Sumner School District,3247,Sumner High School,9,12,Kassie  Meath,kassie_meath@sumnersd.org,253.891.5500," Public School, Regular School",High School,Sumner
27344,Orting School District,2942,Orting High School,9,12,Cliff  Fries,friesc@orting.wednet.edu,360.893.2246," Public School, Regular School",High School,Orting
27400,Clover Park School District,1825,Alfaretta House,11,12,Michaela  Clancy,mclancy@cloverpark.k12.wa.us,253.583.5170," Public School, Special Education School",High School,Lakewood
27400,Clover Park School District,1880,Re-Entry High School,9,12,Holly  Shaffer,hshaffer@cloverpark.k12.wa.us,253.583.5420," Alternative School, Public School",High School,Lakewood
27400,Clover Park School District,1882,Special Education Services/relife,PK,12,Michaela  Clancy,mclancy@cloverpark.k12.wa.us,253.583.5170," Public School, Special Education School",PK-12,Lakewood
27400,Clover Park School District,2425,Clover Park High School,9,12,Tim  Stults,tstults@cloverpark.k12.wa.us,253.583.5500," Public School, Regular School",High School,Lakewood
27400,Clover Park School District,3456,Lakes High School,9,12,Karen  Mauer-Smith,kmauersm@cloverpark.k12.wa.us,253.583.5550," Public School, Regular School",High School,Lakewood
27401,Peninsula School District,1516,Henderson Bay Alt High School,9,12,Brian  Tovey,toveyb@psd401.net,253.530.1700," Alternative School, Public School",High School,Gig Harbor
27401,Peninsula School District,2681,Peninsula High School,9,12,Dave  Goodwin,goodwind@psd401.net,253.530.4400," Public School, Regular School",High School,Gig Harbor
27401,Peninsula School District,4081,Gig Harbor High,9,12,Tom  Leacy,leacyt@psd401.net,253.530.1400," Public School, Regular School",High School,Gig Harbor
27402,Franklin Pierce School District,2876,Franklin Pierce High School,9,12,Ronald  Hartley,Rhartley@fpschools.org,253.298.3000," Public School, Regular School",High School,TACOMA
27402,Franklin Pierce School District,3648,Washington High School,9,12,Brent  Whitemarsh,bwhitemarsh@fpschools.org,253.298.3000," Public School, Regular School",High School,Tacoma
27402,Franklin Pierce School District,4063,Gates Secondary School,8,12,Valinda  Jones,vjones@fpschools.org,253.298.4000," Alternative School, Public School",High School,Tacoma
27403,Bethel School District,2807,Bethel High School,9,12,Christy L Rodriquez,crodriguez@bethelsd.org,253.683.7000," Public School, Regular School",High School,Spanaway
27403,Bethel School District,4158,Spanaway Lake High School,9,12,Susie  Askew,saskew@bethelsd.org,253.683.5600," Public School, Regular School",High School,Spanaway
27404,Eatonville School District,2206,Eatonville High School,9,12,Amy  Sturdivant,a.sturdivant@eatonville.wednet.edu,360.879.1200," Public School, Regular School",High School,Eatonville
27416,White River School District,4569,White River High School,9,12,Cody  Mothershead,cmotherhead@whiteriver.wednet.edu,360.829.3352," Public School, Regular School",High School,Buckley
27417,Fife School District,2773,Fife High School,10,12,Brandon  Bakke,bbakke@fifeschools.com,253.517.1100," Public School, Regular School",High School,Tacoma
28137,Orcas Island School District,1892,OASIS K-12,K ,12,Becky  Bell,bbell@orcas.k12.wa.us,360.376.2284," Alternative School, Public School",K-12,EASTSOUND
28137,Orcas Island School District,2750,Orcas Island High School,9,12,Kyle  Freeman,kfreeman@orcas.k12.wa.us,360.376.2287," Public School, Regular School",High School,EASTSOUND
28149,San Juan Island School District,2879,Friday Harbor High School,9,12,Fred  Woods,calvinwoods@sjisd.wednet.edu,360.378.5215," Public School, Regular School",High School,Friday Harbor
29011,Concrete School District,1605,Twin Cedars High School,7,12,Mike  Holbrook,mholbrook@concrete.k12.wa.us,360.853.4015," Alternative School, Public School",High School,Concrete
29100,Burlington-Edison School District,2362,Burlington Edison High School,9,12,Todd  Setterlund,tsetterlund@be.wednet.edu,360.757.4074," Public School, Regular School",High School,BURLINGTON
29101,Sedro-Woolley School District,1537,State Street High School,9,12,Barbara  Askland,baskland@swsd.k12.wa.us,360.855.3550," Alternative School, Public School",High School,Sedro-Woolley
29101,Sedro-Woolley School District,2150,Sedro Woolley Senior High School,9,12,Kerri  Carlton,kcarlton@swsd.k12.wa.us,360.855.3510," Public School, Regular School",High School,Sedro-Woolley
29103,Anacortes School District,2467,Anacortes High School,9,12,Jon  Ronngren,jronngren@asd103.org,360.293.2166," Public School, Regular School",High School,Anacortes
29311,La Conner School District,2276,La Conner High School,9,12,Cheryl  Sullivan,csullivan@lc.k12.wa.us,360.466.3173," Public School, Regular School",High School,LA Conner
29320,Mount Vernon School District,2295,Mount Vernon High School,9,12,Teresa  Wattawa,twattawa@mvsd320.org,360.428.6100," Public School, Regular School",High School,Mount Vernon
29801,Northwest Educational Service District 189,3363,Skagit County Detention Center,8,12,Steve  Dahl,sdahl@nwesd.org,360.299.4000, Detention Center,High School,MOUNT VERNON
29320,Mount Vernon School District,3829,Mount Vernon Special Ed,PK,12,Clint  Carlton,ccarlton@mvsd320.org,360.428.6141," Public School, Special Education School",PK-12,Mount Vernon
30303,Stevenson-Carson School District,3119,Stevenson High School,9,12,William  Schwan,schwanw@scsd303.org,509.427.5631," Public School, Regular School",High School,Stevenson
31002,Everett School District,1663,NW Learning Center,9,12,Rebecca  Clifford,rclifford@everettsd.org,425.385.5251," Alternative School, Public School",High School,Everett
31002,Everett School District,2126,Everett High School,9,12,Lance  Balla,LBalla@everettsd.org,425.385.4400," Public School, Regular School",High School,Everett
31002,Everett School District,3407,Cascade High School,9,12,Cathy  Woods,cwoods2@everettsd.org,425.385.6000," Public School, Regular School",High School,Everett
31002,Everett School District,3903,Special Services,PK,12,Rebecca  Clifford,rclifford@everettsd.org,425.385.5251," Public School, Special Education School",PK-12,Everett
31002,Everett School District,4137,Sequoia High School,9,12,Kelly  Shepherd,kshepherd@everettsd.org,425.385.5100," Alternative School, Public School",High School,Everett
31002,Everett School District,4438,Henry M. Jackson High School,9,12,David  Peters,dpeters@everettsd.org,425.385.7000," Public School, Regular School",High School,Mill Creek
31004,Lake Stevens School District,1753,Homelink,K ,12,Tina  Vinnick,tina_vinnick@lkstevens.wednet.edu,425.335.1594," Alternative School, Public School",K-12,Lake Stevens
31004,Lake Stevens School District,2426,Lake Stevens Sr High School,10,12,Leslie  Ivelia,leslie_ivelia@lkstevens.wednet.edu,425.335.1515," Public School, Regular School",High School,Lake Stevens
31004,Lake Stevens School District,4140,Prove High School,9,12,John  Gebert,john_gebert@lkstevens.wednet.edu,425.335.1500," Alternative School, Public School",High School,Lake Stevens
31006,Mukilteo School District,1848,Special Services,PK,12,Lisa A Pitsch,PitschLA@Mukilteo.wednet.edu,425.356.1277," Public School, Special Education School",PK-12,Everett
31006,Mukilteo School District,3688,Mariner High School,9,12,Nathan A DuChesne,DuchesneNA@Mukilteo.wednet.edu,425.366.5700," Public School, Regular School",High School,Everett
31006,Mukilteo School District,4019,Sno-Isle Skills Center ,11,12,Maggie M Bagwell,BagwellMM@Mukilteo.wednet.edu,425.348.2220," Public School, Vocational/technical school",High School,Everett
31006,Mukilteo School District,4247,ACES High School,9,12,Amy D Montanye-Johnson,MontanyejohnsonAD@mukilteo.wednet.edu,425.366.3900," Alternative School, Public School",High School,Everett
31006,Mukilteo School District,4433,Kamiak High School,9,12,Eric S Hong,HongES@mukilteo.wednet.edu,425.366.5400," Public School, Regular School",High School,Mukilteo
31015,Edmonds School District,1519,Edmonds eLearning Academy,9,12,Katie  Bjornstad,BjornstadK@edmonds.wednet.edu,425.431.1528," Alternative School, Public School",High School,LYNNWOOD
31015,Edmonds School District,1830,Contracted Schools,PK,12,Jean  Mirabal,mirabalj@edmonds.wednet.edu,425.431.7186," Public School, Special Education School",PK-12,LYNNWOOD
31015,Edmonds School District,3123,Edmonds Woodway High School,9,12,Terrance  Mims,MimsT292@edmonds.wednet.edu,425.431.7906," Public School, Regular School",High School,EDMONDS
31015,Edmonds School District,3303,Mountlake Terrace High School,9,12,Greg  Schellenberg,schellenbergg721@edmonds.wednet.edu,425.431.7777," Public School, Regular School",High School,MTLK TERRACE
31015,Edmonds School District,3464,Meadowdale High School,9,12,David  Shockley,shockleyd807@edmonds.wednet.edu,425.431.7651," Public School, Regular School",High School,LYNNWOOD
31015,Edmonds School District,3755,Lynnwood High School,9,12,Mike  Piper,piperm@edmonds.wednet.edu,425.431.7523," Public School, Regular School",High School,BOTHELL
31015,Edmonds School District,3854,Scriber Lake High School,9,12,Andrea  Hillman,hillmana@edmonds.wednet.edu,425.431.7270," Alternative School, Public School",High School,Edmonds
31016,Arlington School District,1714,Stillaguamish Valley Learning Center,K ,8,Karrie  Marsh,kmarsh@asd.wednet.edu,360.618.6440," Alternative School, Public School",K-12,Arlington
31016,Arlington School District,2277,Arlington Special Educ School,PK,12,Dave  McKellar,dmckellar@asd.wednet.edu,360.618.6209, Public School,PK-12,Arlington
31016,Arlington School District,2523,Arlington High School,9,12,Duane  Fish,dfish@asd.wednet.edu,360.618.6302," Public School, Regular School",High School,Arlington
31016,Arlington School District,4287,Weston High School,9,12,Andrea  Dixon,ahundredmark@asd.wednet.edu,360.618.6340," Alternative School, Public School",High School,Arlington
31025,Marysville School District,1657,Heritage School,9,12,Kelli  Miller,kelli_miller@msd25.org,360.965.2800," Public School, Regular School",High School,Marysville
31103,Monroe School District,1806,Leaders In Learning,9,12,Blake  Baird,bairdb@monroe.wednet.edu,360.804.2800," Alternative School, Public School",High School,Monroe
31103,Monroe School District,1883,Youth Re-Engagement,9,12,Justin  Blasko,Blaskoj@monroe.wednet.edu,360.804.2550," Alternative School, Public School",High School,Monroe
31103,Monroe School District,4528,Monroe High School,9,12,Ed  Crow,Crowe@monroe.wednet.edu,360.804.4500," Public School, Regular School",High School,Monroe
31201,Snohomish School District,1730,Snohomish Center,K ,12,Scott  Peacock,Scott.Peacock@sno.wednet.edu,360.563.7282," Public School, Special Education School",K-12,Snohomish
31201,Snohomish School District,2428,Snohomish High School,9,12,Eric  Cahan,Eric.Cahan@sno.wednet.edu,360.563.4001," Public School, Regular School",High School,Snohomish
31201,Snohomish School District,3981,High School Re Entry,9,12,June  Shirey,june.shirey@sno.wednet.edu,(360) 563-7289," Alternative School, Public School",High School,Snohomish
31201,Snohomish School District,4265,AIM High School,9,12,June  Shirey,june.shirey@sno.wednet.edu,360.563.3401," Alternative School, Public School",High School,Snohomish
31306,Lakewood School District,4204,Lakewood High School,9,12,Jeanette  Grisham,jgrisham@lwsd.wednet.edu,360.652.4505," Public School, Regular School",High School,N Lakewood
31311,Sultan School District,4274,Sultan Senior High School,9,12,Sarita  Whitmire-Skeith,sarita.whitmire@sultan.k12.wa.us,360.793.9860," Public School, Regular School",High School,Sultan
31330,Darrington School District,3188,Darrington High School,9,12,RACHEL E QUARTERMAN,rquarterman@dsd.k12.wa.us,360.436.1140," Public School, Regular School",High School,DARRINGTON
31332,Granite Falls School District,2580,Granite Falls High School,9,12,Kevin  Davis,kdavis@gfalls.wednet.edu,360.691.7713," Public School, Regular School",High School,Granite Falls
31401,Stanwood-Camano School District,1707,Lincoln Hill High School,9,12,RYAN  OVENELL,rovenell@stanwood.wednet.edu,360.629.1340," Alternative School, Public School",High School,STANWOOD
31401,Stanwood-Camano School District,2581,Stanwood High School,9,12,CHRISTINE  DEL POZO,cdelpozo@stanwood.wednet.edu,360.629.1300," Public School, Regular School",High School,STANWOOD
32081,Spokane School District,1603,Daybreak Alternative School,8,12,David  Crump,DavidCr@SpokaneSchools.org,509.354.7946," Alternative School, Public School",High School,Spokane
32081,Spokane School District,1698,SCCP Images,12,12,David  Crump,DavidCr@spokaneschools.org,509.533.7326," Alternative School, Public School",High School,Spokane
32081,Spokane School District,1767,The Healing Lodge,8,12,Pam  Austin,PamAu@SpokaneSchools.org,509.354.6910, Institution,High School,Spokane
32081,Spokane School District,2045,Shrine Hospital,PK,12,Erin  Jordan,ErinJ@SpokaneSchools.org,509.354.5900," Public School, Special Education School",PK-12,Spokane
32081,Spokane School District,2172,Lewis & Clark High School,9,12,MaryBeth  Smith,MarybethSm@SpokaneSchools.org,509.354.7000," Public School, Regular School",High School,Spokane
32081,Spokane School District,2479,Rogers High School,9,12,Lori  Wyborney,LoriWy@spokaneschools.org,509.354.6535," Public School, Regular School",High School,Spokane
32081,Spokane School District,3008,Bryant Center,PK,12,Suzanne  Smith,SuzanneS@SpokaneSchools.org,509.354.7810," Alternative School, Public School",PK-12,Spokane
32081,Spokane School District,3189,Shadle Park High School,9,12,Julie S Lee,JulieL@SpokaneSchools.org,509.354.6700," Public School, Regular School",High School,Spokane
32081,Spokane School District,3412,Ferris High School,9,12,Ken  Schutz,KenS@SpokaneSchools.org,509.354.6000," Public School, Regular School",High School,Spokane
32081,Spokane School District,4191,Spokane Area Professional-Technical Skills Center ,9,12,Karene  Duffy,KareneD@SpokaneSchools.org,509.354.7420," Public School, Vocational/technical school",High School,Spokane
32081,Spokane School District,4286,Sacred Heart Hospital,PK,12,Rebecca  Doughty,RebeccaDo@SpokaneSchools.org,509.354.6401," Public School, Special Education School",PK-12,Spokane
32325,Nine Mile Falls School District,4333,Lakeside High School,9,12,Brent  Osborn,bosborn@9mile.org,509.340.4200," Public School, Regular School",High School,Nine Mile Falls
32326,Medical Lake School District,2890,Medical Lake High School,9,12,Christopher  Spring,cspring@mlsd.org,509.565.3200," Public School, Regular School",High School,Medical Lake
32801,Educational Service District 101,3352,Martin Hall Detention Ctr,8,12,Larry  Gardner,,(509) 447-2451, Detention Center,High School,Medical Lake
32354,Mead School District,1858,Mead Education Partnership Prog,K ,12,BRUCE  OLGARD,bruce.olgard@mead354.org,509.465.7400," Alternative School, Public School",K-12,SPOKANE
32354,Mead School District,2402,Mead Senior High School,9,12,Teresa  Laher,teresa.laher@mead354.org,509.465.7000," Public School, Regular School",High School,SPOKANE
32354,Mead School District,4491,Mt Spokane High School,9,12,Darren  Nelson,darren.nelson@mead354.org,509.465.7210," Public School, Regular School",High School,MEAD
32356,Central Valley School District,3065,Central Valley High School,9,12,Kerri  Ames,kames@cvsd.org,509.558.5102," Public School, Regular School",High School,Spokane Valley
32356,Central Valley School District,3415,University High School,9,12,Keven  Frandsen,kfrandsen@cvsd.org,509.558.6051," Public School, Regular School",High School,Spokane Valley
32356,Central Valley School District,3918,Mica Peak High School,9,12,Kamiel  Youseph,kyouseph@cvsd.org,509.558.5952," Alternative School, Public School",High School,Spokane Valley
32358,Freeman School District,3192,Freeman High School,9,12,Jim  Straw,jstraw@freemansd.org,509.291.3721 ext.200," Public School, Regular School",High School,Rockford
32360,Cheney School District,1769,Three Springs High School,9,12,Troy   Heuett,theuett@cheneysd.org,509.559.4006," Alternative School, Public School",High School,CHENEY
32360,Cheney School District,3610,Cheney High School,9,12,Troy  Heuett,theuett@cheneysd.org,509.559.4001," Public School, Regular School",High School,CHENEY
32361,East Valley School District (Spokane),3360,East Valley High School,9,12,Matthew  Stevens,stevensma@evsd.org,509.927.3200," Public School, Regular School",High School,Spokane Valley
32362,Liberty School District,3416,Liberty High School,9,12,Aaron  Fletcher,afletcher@liberty.wednet.edu,509.245.3229," Public School, Regular School",High School,SPANGLE
