SchoolCode,SchoolName_x,total_cs_courses,yearly_enrolled_in_cs,school_teaches_cs,LEACode,LEAName,SchoolName_y,LowestGrade,HighestGrade,PrincipalName,Email,Phone,OrgCategoryList,GradeCategory,City,SchoolName,STREET,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
1829,Winolequa Learning Academy,0,0,Doesn't Teach Computer Science,21232,Winlock School District,Winolequa Learning Academy,6,12,Boyd  Calder,bcalder@winlock.wednet.edu,360.785.3516," Alternative School, Public School",High School,Winlock,Winolequa Learning Academy,411 NW Arden Street,WA,98596,Lewis County,46.493067,-122.939837,"Centralia, WA","Seattle-Tacoma, WA"
2331,Onalaska High School,0,0,Doesn't Teach Computer Science,21300,Onalaska School District,Onalaska High School,9,12,Dracy  Mccoy,dmccoy@onysd.wednet.edu,360.978.4111," Public School, Regular School",High School,Onalaska,Onalaska High School,540 Carlisle Ave.,WA,98570,Lewis County,46.581816,-122.720595,"Centralia, WA","Seattle-Tacoma, WA"
2027,Green Hill Academic School,0,0,Doesn't Teach Computer Science,21302,Chehalis School District,Green Hill Academic School,9,12,Tim  Touhey,ttouhey@chehalisschools.org,360.740.3520, Institution,High School,Chehalis,Green Hill Academic School,375 SW 11th Street,WA,98532,Lewis County,46.650215,-122.962728,"Centralia, WA","Seattle-Tacoma, WA"
5359,Futurus High School,0,0,Doesn't Teach Computer Science,21401,Centralia School District,Futurus High School,9,12,James Rm Bowers,jbowers@centralia.wednet.edu,360-827-6430," Alternative School, Public School",High School,Centralia,Futurus High School,906 Johnson Road,WA,98531,Lewis County,46.725637,-122.980554,"Centralia, WA","Seattle-Tacoma, WA"
5444,Mary M. Knight School,0,0,Doesn't Teach Computer Science,23311,Mary M Knight School District,Mary M. Knight School,PK,12,  ,,," Public School, Regular School",PK-12,Elma,Mary M. Knight School,2987 W Matlock Brady RD,WA,98541,Mason County,47.19933,-123.432421,"Shelton, WA","Seattle-Tacoma, WA"
1861,North Mason Homelink Program,0,0,Doesn't Teach Computer Science,23403,North Mason School District,North Mason Homelink Program,K ,12,Anne  Crosby,acrosby@northmasonschools.org,360.277.2393," Alternative School, Public School",K-12,Belfair,North Mason Homelink Program,90 E North Mason School Road,WA,98528,Mason County,47.41641,-122.843941,"Shelton, WA","Seattle-Tacoma, WA"
1980,Okanogan Alternative High School,0,0,Doesn't Teach Computer Science,24105,Okanogan School District,Okanogan Alternative High School,9,12,Roy  Johnson,rojohnson@oksd.wednet.edu,509.422.3629," Alternative School, Public School",High School,Omak,,,,,,,,,
3599,Naselle Youth Camp School,0,0,Doesn't Teach Computer Science,25155,Naselle-Grays River Valley School District,Naselle Youth Camp School,7,12,Gary  Flood,gflood@naselleschools.org,360.484.3269 ext. 249, Institution,High School,Naselle,Naselle Youth Camp School,11-S YOUTH CAMP LANE,WA,98638,Pacific County,46.393331,-123.825073,N,N
5118,Pend Oreille River School,0,0,Doesn't Teach Computer Science,26056,Newport School District,Pend Oreille River School,8,12,Troy  Whittle,whittletroy@newport.wednet.edu,509.447.2481 ext.3502," Alternative School, Public School",High School,Newport,Pend Oreille River School,1201 West 5th Street,WA,99156,Pend Oreille County,48.176687,-117.056063,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
4131,Steilacoom High,0,0,Doesn't Teach Computer Science,27001,Steilacoom Hist. School District,Steilacoom High,9,12,Michael  Miller,mimiller@steilacoom.k12.wa.us,253.983.2301," Public School, Regular School",High School,Steilacoom,Steilacoom High,54 SENTINEL DRIVE,WA,98388,Pierce County,47.179249,-122.57588,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5321,Puyallup Open Doors/Pod,0,0,Doesn't Teach Computer Science,27003,Puyallup School District,Puyallup Open Doors/Pod,9,12,Adriana  Julian,juliaac@puyallup.k12.wa.us,253.841.8630," Public School, Re-Engagement School",High School,Puyalllup,,,,,,,,,
3179,Curtis Junior High,0,0,Doesn't Teach Computer Science,27083,University Place School District,Curtis Junior High,8,9,Jayne  Hofstrand,jhofstrand@upsd83.org,253.566.5670," Public School, Regular School",High School,University Place,Curtis Junior High,3725 Grandview Drive West,WA,98466,Pierce County,47.22176,-122.554425,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1880,Re-Entry High School,0,0,Doesn't Teach Computer Science,27400,Clover Park School District,Re-Entry High School,9,12,Holly  Shaffer,hshaffer@cloverpark.k12.wa.us,253.583.5420," Alternative School, Public School",High School,Lakewood,Re-Entry High School,5431 Steilacoom Blvd SW,WA,98499,Pierce County,47.178796,-122.511794,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1516,Henderson Bay Alt High School,0,0,Doesn't Teach Computer Science,27401,Peninsula School District,Henderson Bay Alt High School,9,12,Brian  Tovey,toveyb@psd401.net,253.530.1700," Alternative School, Public School",High School,Gig Harbor,Henderson Bay Alt High School,8402 Skansie Ave,WA,98332,Pierce County,47.333155,-122.603364,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1537,State Street High School,0,0,Doesn't Teach Computer Science,29101,Sedro-Woolley School District,State Street High School,9,12,Barbara  Askland,baskland@swsd.k12.wa.us,360.855.3550," Alternative School, Public School",High School,Sedro-Woolley,State Street High School,800 State Street,WA,98284,Skagit County,48.503655,-122.227837,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
5176,Cap Sante High School,0,0,Doesn't Teach Computer Science,29103,Anacortes School District,Cap Sante High School,9,12,Jon  Ronngren,jronngren@asd103.org,360.293.2166 x706," Alternative School, Public School",High School,Anacortes,Cap Sante High School,1600 20th Street,WA,98221,Skagit County,48.507401,-122.622583,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
2276,La Conner High School,0,0,Doesn't Teach Computer Science,29311,La Conner School District,La Conner High School,9,12,Cheryl  Sullivan,csullivan@lc.k12.wa.us,360.466.3173," Public School, Regular School",High School,La Conner,La Conner High School,307 N. 6th. St.,WA,98257,Skagit County,48.395583,-122.489791,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
5960,Northwest Career & Technical Academy,0,0,Doesn't Teach Computer Science,29320,Mount Vernon School District,Northwest Career & Technical Academy,9,12,Douglas  Walker,dwalker@mvsd320.org,360.848.0706," Public School, Vocational/technical school",High School,Mount Vernon,Northwest Career & Technical Academy,2205 W Campus Pl,WA,98273,Skagit County,48.438312,-122.312525,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
4137,Sequoia High School,0,0,Doesn't Teach Computer Science,31002,Everett School District,Sequoia High School,9,12,Kelly  Shepherd,kshepherd@everettsd.org,425.385.5100," Alternative School, Public School",High School,Everett,Sequoia High School,3516 Rucker Ave,WA,98201,Snohomish County,47.970825,-122.212088,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1966,Edmonds Heights K-12,0,0,Doesn't Teach Computer Science,31015,Edmonds School District,Edmonds Heights K-12,K ,12,Scott F Mauk,mauks@edmonds.wednet.edu,425.431.7841," Alternative School, Public School",K-12,Edmonds,Edmonds Heights K-12,23200 100th Ave W,WA,98020,Snohomish County,47.786461,-122.36866,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3854,Scriber Lake High School,0,0,Doesn't Teach Computer Science,31015,Edmonds School District,Scriber Lake High School,9,12,Andrea  Hillman,hillmana@edmonds.wednet.edu,425.431.7270," Alternative School, Public School",High School,Edmonds,Scriber Lake High School,23200 100th AVE W,WA,98020,Snohomish County,47.785755,-122.367717,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5495,Arlington Open Doors,0,0,Doesn't Teach Computer Science,31016,Arlington School District,Arlington Open Doors,9,12,Andrea  Dixon,ahundredmark@asd.wednet.edu,360.618.6340," Public School, Re-Engagement School",High School,Arlington,Arlington Open Doors,4407 172nd ST NE,WA,98223,Snohomish County,48.15591,-122.166881,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
4265,Aim High School,0,0,Doesn't Teach Computer Science,31201,Snohomish School District,Aim High School,9,12,June  Shirey,june.shirey@sno.wednet.edu,360.563.3401," Alternative School, Public School",High School,Snohomish,Aim High School,525  13th St,WA,98290,Snohomish County,47.931205,-122.099476,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5114,Sky Valley Options,0,0,Doesn't Teach Computer Science,31311,Sultan School District,Sky Valley Options,9,12,Sarita  Whitmire-Skeith,sarita.whitmire@sultan.k12.wa.us,360.793.9810," Alternative School, Public School",High School,Sultan,Sky Valley Options,211 6th Street,WA,98294,Snohomish County,47.86447,-121.813371,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
4191,Spokane Area Professional-Technical Skills Center ,0,0,Doesn't Teach Computer Science,32081,Spokane School District,Spokane Area Professional-Technical Skills Center ,9,12,Karene  Duffy,karened@spokaneschools.org,509.354.7420," Public School, Vocational/technical school",High School,Spokane,,,,,,,,,
1858,Mead Education Partnership Prog,0,0,Doesn't Teach Computer Science,32354,Mead School District,Mead Education Partnership Prog,K ,12,Bruce  Olgard,bruce.olgard@mead354.org,509.465.7400," Alternative School, Public School",K-12,Spokane,Mead Education Partnership Prog,8621 N FIVE MILE ROAD,WA,99208,Spokane County,47.736678,-117.454147,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5432,Ev Online,0,0,Doesn't Teach Computer Science,32361,East Valley School District (Spokane),Ev Online,7,12,Matthew  Stevens,stevensma@evsd.org,509.927.3200," Alternative School, Public School",K-12,Spokane Valley,Ev Online,3830 N Sullivan Rd Bldg 1,WA,99216,Spokane County,47.69237,-117.195511,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1838,Spokane Valley High School,0,0,Doesn't Teach Computer Science,32363,West Valley School District (Spokane),Spokane Valley High School,9,12,Larry  Bush,larry.bush@wvsd.org,509.922.5475," Alternative School, Public School",High School,Spokane,Spokane Valley High School,2011 N HUTCHINSON,WA,99212,Spokane County,47.675625,-117.284489,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1763,Chewelah Alternative Educational Programs,0,0,Doesn't Teach Computer Science,33036,Chewelah School District,Quartzite Learning,K ,12,Erin  Dell,edell@chewelahk12.us,509.685.6800 ext. 82129," Alternative School, Public School",K-12,Chewelah,,,,,,,,,
5223,Paideia High School,0,0,Doesn't Teach Computer Science,33070,Valley School District,Paideia High School,9,12,Matt  Cox,matthew.cox@paideiahs.org,509.937.2658," Public School, Regular School",High School,Valley,Paideia High School,3043 Huffman Road,WA,99181,Stevens County,48.169756,-117.72101,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3311,Mary Walker High School,0,0,Doesn't Teach Computer Science,33207,Mary Walker School District,Mary Walker High School,9,12,Matthew L Cobb,mcobb@mwsd.k12.wa.us,509.258.4533," Public School, Regular School",High School,Springdale,Mary Walker High School,500 N 4TH ST,WA,99173,Stevens County,48.059798,-117.746099,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3010,North Thurston High School,0,0,Doesn't Teach Computer Science,34003,North Thurston Public Schools,North Thurston High School,9,12,Charles Nick Greenwell,ngreenwell@nthurston.k12.wa.us,360.412.4805," Public School, Regular School",High School,Lacey,North Thurston High School,600 Sleater Kinney Rd NE,WA,98506,Thurston County,47.051956,-122.83241,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
1768,Avanti High School,0,0,Doesn't Teach Computer Science,34111,Olympia School District,Avanti High School,9,12,Michael Sean Velasquez,mvelasquez@osd.wednet.edu,360.596.7900," Alternative School, Public School",High School,Olympia,Avanti High School,1113 LEGION WAY SE,WA,98501,Thurston County,47.043487,-122.887479,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
2468,Rainier Senior High School,0,0,Doesn't Teach Computer Science,34307,Rainier School District,Rainier Senior High School,9,12,John  Beckman,beckmanj@rainier.wednet.edu,360.446.2205," Public School, Regular School",High School,Rainier,Rainier Senior High School,308 2nd St W,WA,98576,Thurston County,46.885634,-122.689414,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
1735,H.E.A.R.T. High School,0,0,Doesn't Teach Computer Science,34401,Rochester School District,H.E.A.R.T. High School,9,12,Matt  Ishler,mishler@rochester.wednet.edu,360.273.5536," Alternative School, Public School",High School,Rochester,H.E.A.R.T. High School,10140 Highway 12 SW,WA,98579,Thurston County,46.82221,-123.096435,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
4326,Rochester High School,0,0,Doesn't Teach Computer Science,34401,Rochester School District,Rochester High School,9,12,Matt  Ishler,mishler@rochester.wednet.edu,360.273.5534," Public School, Regular School",High School,Rochester,Rochester High School,19800 Carper Rd Sw,WA,98579,Thurston County,46.798865,-123.043297,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
5305,Gravity High School,0,0,Doesn't Teach Computer Science,34801,Capital Region ESD 113,Gravity High School,11,13,Gerald  Grubbs,ggrubbs@esd113.org,360.927.6232," Public School, Re-Engagement School",High School,Tumwater,Gravity High School,6005 Tyee Dr. SW,WA,98512,Thurston County,46.994626,-122.91663,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
4246,Washington State School For The Deaf,0,0,Doesn't Teach Computer Science,34975,WA State Center for Childhood Deafness and Hearing Loss,Washington State School For The Deaf,PK,12,Bill  Newell,bill.newell@wsd.wa.gov,360.418.4340," Institution, Public School",PK-12,Vancouver,Washington State School For The Deaf,611 Grand Blvd,WA,98661,Clark County,45.625343,-122.639837,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
2160,Touchet Elem & High School,0,0,Doesn't Teach Computer Science,36300,Touchet School District,Touchet Elem & High School,K ,12,John H Holcomb,jholcomb@touchet.k12.wa.us,509.394.2352," Public School, Regular School",K-12,Touchet,Touchet Elem & High School,90 CHAMPION STREET,WA,99360,Walla Walla County,46.043544,-118.672787,"Walla Walla, WA",N
1647,Options High School,0,0,Doesn't Teach Computer Science,37501,Bellingham School District,Options High School,9,12,Byron  Gerard,byron.gerard@bellinghamschools.org,360.647.6871," Alternative School, Public School",High School,Bellingham,Options High School,2020 Cornwall Ave,WA,98225,Whatcom County,48.75644,-122.473541,"Bellingham, WA",N
5245,Windward High School,0,0,Doesn't Teach Computer Science,37502,Ferndale School District,Windward High School,9,12,Scott   Brittain,scott.brittain@ferndalesd.org,360.383.9210," Public School, Regular School",High School,Ferndale,Windward High School,5275 Northwest Ave,WA,98248,Whatcom County,48.832295,-122.541089,"Bellingham, WA",N
3136,Blaine High School,0,0,Doesn't Teach Computer Science,37503,Blaine School District,Blaine High School,9,12,Wayne  Vezzetti,wvezzetti@blainesd.org,360.332.6045," Public School, Regular School",High School,Blaine,Blaine High School,1055 H STREET,WA,98230,Whatcom County,48.993232,-122.737014,"Bellingham, WA",N
2554,Meridian High School,0,0,Doesn't Teach Computer Science,37505,Meridian School District,Meridian High School,9,12,Derek  Forbes,dforbes@meridian.wednet.edu,360.398.8111," Public School, Regular School",High School,Bellingham,Meridian High School,194 W LAUREL ROAD,WA,98226,Whatcom County,48.856125,-122.49163,"Bellingham, WA",N
3366,Colfax High School,0,0,Doesn't Teach Computer Science,38300,Colfax School District,Colfax High School,7,12,David  Gibb,david.gibb@csd300.com,509.830.2347," Public School, Regular School",High School,Colfax,Colfax High School,1110 N. Morton Street,WA,99111,Whitman County,46.892335,-117.360739,"Pullman, WA","Pullman-Moscow, WA-ID"
2634,Palouse High School,0,0,Doesn't Teach Computer Science,38301,Palouse School District,Palouse High School,9,12,Mike  Jones,mjones@garpal.net,509.878.1921," Public School, Regular School",High School,Palouse,Palouse High School,600 E Alder Street,WA,99161,Whitman County,46.912588,-117.070953,"Pullman, WA","Pullman-Moscow, WA-ID"
3068,St John/Endicott High,0,0,Doesn't Teach Computer Science,38322,St. John School District,St John/Endicott High,9,12,Mark  Purvine,mpurvine@stjohn.wednet.edu,509.648.3336," Public School, Regular School",High School,Saint John,St John/Endicott High,W 301 Nob Hill,WA,99171,Whitman County,47.087805,-117.585439,"Pullman, WA","Pullman-Moscow, WA-ID"
2344,East Valley High School,0,0,Doesn't Teach Computer Science,39090,East Valley School District (Yakima),East Valley High School,9,12,Kayla  Monroe,monroe.kayla@evsd90.org,509.573.7420," Public School, Regular School",High School,Yakima,East Valley High School,1900 Beaudry Road,WA,98901,Yakima County,46.57504,-120.405387,"Yakima, WA",N
4272,Selah Academy,0,0,Doesn't Teach Computer Science,39119,Selah School District,Selah Academy Online,9,12,Joe  Coscarart,joecoscarart@selahschools.org,509.698.8063," Alternative School, Public School",High School,Selah,,,,,,,,,
1776,Contract Learning Center,0,0,Doesn't Teach Computer Science,39200,Grandview School District,Contract Learning Center,9,12,Jose  Rivera,jrivera@gsd200.org,509.882.8523," Alternative School, Public School",High School,Grandview,Contract Learning Center,913 W 2nd ST,WA,98930,Yakima County,46.255203,-119.915039,"Yakima, WA",N
5262,Nw Allprep,0,0,Doesn't Teach Computer Science,39202,Toppenish School District,Nw Allprep,K ,12,Tim  King,timking.nw@gmail.com,503.313.6836," Affiliated With District, Contract School, Public School",K-12,Vancouver,Nw Allprep,237 Chkalov Ste 108,WA,98684,Clark County,45.62303,-122.556424,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
4559,Highland High School,0,0,Doesn't Teach Computer Science,39203,Highland School District,Highland High School,9,12,Brandon  Jensen,bjensen@highland.wednet.edu,509.678.8805," Public School, Regular School",High School,Cowiche,Highland High School,17000 Summitview,WA,98923,Yakima County,46.674805,-120.712021,"Yakima, WA",N
3314,Granger High School,0,0,Doesn't Teach Computer Science,39204,Granger School District,Granger High School,9,12,James  West,westj@gsd.wednet.edu,509.854.1115 ext. 3115," Public School, Regular School",High School,Granger,Granger High School,315 East Mentzer Avenue,WA,98932,Yakima County,46.347615,-120.194684,"Yakima, WA",N
5506,West Valley Virtual Academy 9-12,0,0,Doesn't Teach Computer Science,39208,West Valley School District (Yakima),West Valley Virtual Academy 9-12,9,12,Ashley  Lieberknecht,lieberknechta@wvsd208.org,509.972.5900," Public School, Regular School",High School,Yakima,West Valley Virtual Academy 9-12,9800 Zier Rd,WA,98908,Yakima County,46.57298,-120.637681,"Yakima, WA",N
2532,White Swan High School,0,0,Doesn't Teach Computer Science,39209,Mount Adams School District,White Swan High School,9,12,Tracey  Smith,tsmith@masd209.org,509.874.2324," Public School, Regular School",High School,White Swan,White Swan High School,551 Signal Peak Road,WA,98952,Yakima County,46.379397,-120.732138,"Yakima, WA",N
3204,Rosalia Elementary & Secondary School,,,No Information Available,38320,Rosalia School District,Rosalia Elementary & Secondary School,PK,12,Matthew  Mclain,mmclain@rosaliaschools.org,509.523.3061," Public School, Regular School",PK-12,Rosalia,Rosalia Elementary & Secondary School,916 South Josephine,WA,99170,Whitman County,47.230852,-117.369087,"Pullman, WA","Pullman-Moscow, WA-ID"
4040,West Valley Jr High,,,No Information Available,39208,West Valley School District (Yakima),West Valley Jr High,7,8,Russ  Tuman,tumanr@wvsd208.org,509.972.5800," Public School, Regular School",High School,Yakima,West Valley Jr High,7505 Zier Rd,WA,98908,Yakima County,46.576435,-120.609117,"Yakima, WA",N
1910,Marysville Sd Special,,,No Information Available,31025,Marysville School District,Marysville Sd Special,PK,13,Ginger  Merkel,ginger_merkel@msd25.org,360.965.0174," Public School, Special Education School",PK-12,Marysville,Marysville Sd Special,4220 80th St NE,WA,98270,Snohomish County,48.06743,-122.173941,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1904,Parent Partnership,,,No Information Available,31201,Snohomish School District,Parent Partnership,K ,12,June  Shirey,june.shirey@sno.wednet.edu,(360) 563-7289," Alternative School, Public School",K-12,Snohomish,,,,,,,,,
1932,Columbia Virtual Academy,,,No Information Available,33070,Valley School District,Columbia Virtual Academy,K ,8,Dave  Vail,dave.vail@cva.org,509.937.2753," Alternative School, Public School",K-12,Valley,Columbia Virtual Academy,3030 Huffman Road,WA,99181,Stevens County,48.169648,-117.72155,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1934,Loowit High School,,,No Information Available,8458,Kelso School District,Loowit High School,9,12,Rob L Birdsell,rob.birdsell@kelsosd.org,360.501.1840," Alternative School, Public School",High School,Kelso,Loowit High School,2001 Allen St,WA,98626,Cowlitz County,46.14549,-122.890151,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
1926,Home Choice Academy,,,No Information Available,6114,Evergreen School District (Clark),Home Choice Academy,K ,12,Janet  Locascio,janet.locascio@evergreenps.org,360.604.4032," Alternative School, Public School",K-12,Vancouver,Home Choice Academy,13501 NE 28th Street,WA,98682,Clark County,45.64093,-122.533301,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
1925,Trojan Alternative School,,,No Information Available,21301,Pe Ell School District,Trojan Alternative School,9,12,F. Patrick Meehan,pmeehan@peell.k12.wa.us,(360) 291-3244," Alternative School, Public School",High School,Pe Ell,Trojan Alternative School,519 N. 2nd Street,WA,98572,Lewis County,46.5749,-123.299092,"Centralia, WA","Seattle-Tacoma, WA"
3507,Structural Alt Confinement School,,,No Information Available,32801,Educational Service District 101,Structural Alt Confinement School,8,12,Larry  Gardner,,(509) 447-2451," Alternative School, Public School",High School,Spokane,Structural Alt Confinement School,1208 W. Mallen St.,WA,99205,Spokane County,47.665616,-117.430582,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1900,Bridgeport Aurora High School,,,No Information Available,9075,Bridgeport School District,Bridgeport Aurora High School,9,12,Tamra  Jacskon,tjackson@bridgeport.wednet.edu,509.686.8770," Alternative School, Public School",High School,Bridgeport,Bridgeport Aurora High School,1400 Tacoma,WA,98813,Douglas County,48.007489,-119.675216,"Wenatchee, WA",N
1907,Port Gardner,,,No Information Available,31002,Everett School District,Port Gardner,K ,12,Kelly  Shepherd,kshepherd@everettsd.org,425.385.5100," Alternative School, Public School",K-12,Everett,Port Gardner,3516 Rucker Ave,WA,98201,Snohomish County,47.970808,-122.212109,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1915,Special Ed School,,,No Information Available,17408,Auburn School District,Special Ed School,PK,12,Tami  Petrina,tpetrina@auburn.wednet.edu,253.931.4927," Public School, Special Education School",PK-12,Auburn,Special Ed School,502 4TH ST NE,WA,98002,King County,47.31064,-122.222671,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1939,Bainbridge Special Education Services,,,No Information Available,18303,Bainbridge Island School District,Bainbridge Special Education Services,PK,12,Diane  Leonetti,dleonetti@bisd303.org,206.780.1069," Public School, Special Education School",PK-12,Bainbridge Island,Bainbridge Special Education Services,8489 Madison Ave NE,WA,98110,Kitsap County,47.638748,-122.52176,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
1940,Chelan School Of Innovation,,,No Information Available,4129,Lake Chelan School District,Chelan School Of Innovation,9,12,Crosby  Carpenter,carpenterc@chelanschools.org,509.682.4061," Alternative School, Public School",High School,Chelan,Chelan School Of Innovation,216 N Emerson Street,WA,98816,Chelan County,47.84142,-120.016321,"Wenatchee, WA",N
1950,Employment Transition Program,,,No Information Available,17210,Federal Way School District,Employment Transition Program,9,12,Jane  Al-Tamimi,jaltamim@fwps.org,253.945.4580," Public School, Special Education School",High School,Federal Way,Employment Transition Program,33250 21st Ave SW,WA,98023,King County,47.303061,-122.360169,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1951,Support School,,,No Information Available,17210,Federal Way School District,Support School,PK,12,Jennifer  Westover,jwestove@fwps.org,253.945.2000," Public School, Regular School",PK-12,Federal Way ,,,,,,,,,
1962,Garfield At Palouse High School,,,No Information Available,38302,Garfield School District,Garfield At Palouse High School,9,12,Zane  Wells,zwells@garpal.wednet.edu,509.878.1921," Public School, Regular School",High School,Palouse,Garfield At Palouse High School,600 E. Alder,WA,99161,Whitman County,46.912599,-117.070947,"Pullman, WA","Pullman-Moscow, WA-ID"
1963,Griffin Bay School,,,No Information Available,28149,San Juan Island School District,Griffin Bay School,K ,12,Karen  Mcveigh,karimcveigh@sjisd.wednet.edu,360.378.4133," Alternative School, Public School",K-12,Friday Harbor,Griffin Bay School,85 BLAIR STREET,WA,98250,San Juan County,48.534712,-123.024016,N,N
3556,Vancouver Home Connection,,,No Information Available,6037,Vancouver School District,Vancouver Home Connection,K ,12,Deanna Lynn Hogan,deanna.hogan@vansd.org,360.313.4990," Alternative School, Public School",K-12,Vancouver,Vancouver Home Connection,301 S LIESER RD,WA,98664,Clark County,45.6195,-122.583821,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
1972,New Start,,,No Information Available,17401,Highline School District,New Start,9,12,Michael  Sita,michael.sita@highlineschools.org,206.631.7750," Alternative School, Public School",High School,Seattle,New Start,614 SW 120th St,WA,98146,King County,47.49593,-122.34261,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1973,Satellite High School,,,No Information Available,17401,Highline School District,Satellite High School,PK,12,Michael  Sita,michael.sita@highlineschools.org,206.631.7630," Public School, Special Education School",PK-12,Seattle,Satellite High School,18367 8th Ave S,WA,98148,King County,47.43536,-122.325138,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1983,Lynden Academy,,,No Information Available,37504,Lynden School District,Lynden Academy,K ,12,Ellie   Meenk,meenke@lynden.wednet.edu,360.354.6675," Alternative School, Public School",K-12,Lynden,Lynden Academy,200 South BC Ave Suite 102,WA,98264,Whatcom County,48.941392,-122.468807,"Bellingham, WA",N
1986,Muckleshoot Tribal School,,,No Information Available,17903,Muckleshoot Indian Tribe,Muckleshoot Tribal School,K ,12,  ,,," Not Affiliated With District, Tribal School",High School,Auburn,Muckleshoot Tribal School,39015 172nd Ave SE,WA,98092,King County,47.263948,-122.136893,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5003,School To Life,,,No Information Available,32356,Central Valley School District,School To Life,12,12,Kamiel  Youseph,kyouseph@cvsd.org,509.558.5952," Public School, Special Education School",High School,Spokane Valley,School To Life,15111 E Sprague Ave,WA,99037,Spokane County,47.658481,-117.201206,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5004,Saratoga School,,,No Information Available,31401,Stanwood-Camano School District,Saratoga School,K ,12,Monica  Mcdaniel,mmcdaniel@stanwood.wednet.edu,360.629.1372," Alternative School, Public School",K-12,Stanwood,Saratoga School,10227 273rd PL NW,WA,98292,Snohomish County,48.245014,-122.372854,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3598,Garrett Heyns High School,,,No Information Available,21926,Centralia College,Garrett Heyns High School,8,12,Jacquie  Armstrong,jmarmstrong@doc1.wa.gov,360.427.4674, Institution,High School,Shelton,Garrett Heyns High School,2321 W Dayton Airport Rd,WA,98584,Mason County,47.238433,-123.194599,"Shelton, WA","Seattle-Tacoma, WA"
5014,New Market High School,,,No Information Available,34033,Tumwater School District,New Market High School,10,12,Kris  Blum,kris.blum@newmarketskills.com,360.570.4500," Alternative School, Public School",High School,Tumwater,New Market High School,7299 New Market Street SW,WA,98501,Thurston County,46.982814,-122.914636,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
3616,Special Services,,,No Information Available,2250,Clarkston School District,Special Services,PK,12,Wendy  Rogers,rogersw@csdk12.org,509.758.2531," Public School, Special Education School",PK-12,Clarkston,Special Services,1294 Chestnut St,WA,99403,Asotin County,46.411133,-117.058266,"Lewiston, ID-WA",N
